date	location	variant	median_ga	median_freq	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
2021-11-21	Michigan	Omicron 21L	3.02747	0.0	6.083006	1.4119755	4.7725854	1.8810551	3.8724103	2.3510602
2021-11-22	Michigan	Omicron 21L	2.7444744	0.0	5.4735155	1.2975582	4.3435655	1.7271075	3.493439	2.1446218
2021-11-23	Michigan	Omicron 21L	2.4689336	0.0	4.85118	1.184752	3.8564868	1.5698113	3.1179738	1.9419563
2021-11-24	Michigan	Omicron 21L	2.2076755	0.0	4.2964573	1.0821252	3.401854	1.4151874	2.7672758	1.7430198
2021-11-25	Michigan	Omicron 21L	1.9648398	0.0	3.7113864	0.98346245	3.0084214	1.2679191	2.4401736	1.5615956
2021-11-26	Michigan	Omicron 21L	1.7316475	0.0	3.2314327	0.89766145	2.6408598	1.1452967	2.1438484	1.3908044
2021-11-27	Michigan	Omicron 21L	1.5319047	0.0	2.7823129	0.81239504	2.289231	1.0270661	1.8806527	1.236512
2021-11-28	Michigan	Omicron 21L	1.35394	0.0	2.3985586	0.7391855	1.9987671	0.9236425	1.6490023	1.0998912
2021-11-29	Michigan	Omicron 21L	1.2005173	0.0	2.0846636	0.66628474	1.7487221	0.83070153	1.4583509	0.9850044
2021-11-30	Michigan	Omicron 21L	1.0671735	0.0	1.8316717	0.605492	1.5403079	0.74575174	1.2984066	0.8865254
2021-12-01	Michigan	Omicron 21L	0.9575542	0.0	1.6250483	0.55508256	1.3703353	0.6802541	1.1591196	0.80180967
2021-12-02	Michigan	Omicron 21L	0.8718951	0.0	1.4658343	0.5145328	1.2364627	0.6209011	1.0484259	0.7300879
2021-12-03	Michigan	Omicron 21L	0.8036441	0.0	1.3395917	0.48027778	1.1361197	0.575552	0.9608949	0.671965
2021-12-04	Michigan	Omicron 21L	0.745297	0.0	1.2379264	0.45101506	1.0497304	0.5351639	0.8899726	0.62422425
2021-12-05	Michigan	Omicron 21L	0.69724333	0.0	1.1594318	0.42446715	0.9765445	0.5036596	0.83314115	0.58623946
2021-12-06	Michigan	Omicron 21L	0.6598068	0.0	1.0942	0.40387797	0.9176089	0.4798278	0.7876092	0.5580374
2021-12-07	Michigan	Omicron 21L	0.62977254	0.0	1.0432324	0.38808528	0.8740376	0.45967367	0.7518232	0.5341029
2021-12-08	Michigan	Omicron 21L	0.6073023	0.0	1.0005351	0.37737745	0.8426886	0.4450394	0.72145385	0.51546174
2021-12-09	Michigan	Omicron 21L	0.5882217	0.0	0.9640277	0.36655587	0.8137533	0.43275666	0.69826627	0.50012946
2021-12-10	Michigan	Omicron 21L	0.57572323	0.0	0.9391686	0.35808778	0.79165214	0.4230025	0.68309015	0.48981947
2021-12-11	Michigan	Omicron 21L	0.5668216	0.0	0.91232204	0.35396594	0.77487457	0.41947484	0.6703799	0.4832219
2021-12-12	Michigan	Omicron 21L	0.56153476	0.0	0.9036464	0.35101923	0.7649409	0.41701487	0.66129935	0.479349
2021-12-13	Michigan	Omicron 21L	0.559041	0.0	0.89448506	0.34991634	0.759393	0.41666287	0.6573851	0.47917768
2021-12-14	Michigan	Omicron 21L	0.55904925	0.0	0.88613325	0.3529714	0.7582076	0.41792372	0.65543115	0.47971785
2021-12-15	Michigan	Omicron 21L	0.5617657	0.0	0.8836317	0.35765764	0.76013887	0.4213201	0.656436	0.48308495
2021-12-16	Michigan	Omicron 21L	0.5671984	0.0	0.882934	0.36169565	0.7614565	0.42695186	0.6609411	0.4883857
2021-12-17	Michigan	Omicron 21L	0.5733704	0.0	0.8873577	0.36901054	0.7656641	0.43333223	0.6666444	0.49471486
2021-12-18	Michigan	Omicron 21L	0.58109385	0.0	0.8917507	0.3761082	0.7763434	0.4429744	0.6744251	0.5031216
2021-12-19	Michigan	Omicron 21L	0.5900885	0.0	0.9003547	0.38738084	0.7850617	0.45237738	0.6837294	0.5138694
2021-12-20	Michigan	Omicron 21L	0.6002572	0.0	0.9059608	0.40022376	0.7925793	0.4634501	0.6952133	0.5253142
2021-12-21	Michigan	Omicron 21L	0.6125355	0.0	0.91533333	0.4123083	0.8032857	0.47497982	0.70624965	0.53759086
2021-12-22	Michigan	Omicron 21L	0.6264952	0.0	0.9312845	0.4255312	0.81502855	0.48768184	0.71884716	0.54990166
2021-12-23	Michigan	Omicron 21L	0.64191145	0.0	0.9458905	0.43791062	0.82876635	0.5039207	0.73290646	0.5628403
2021-12-24	Michigan	Omicron 21L	0.65700424	0.0	0.9601226	0.45122835	0.84261036	0.5201971	0.7484662	0.5776521
2021-12-25	Michigan	Omicron 21L	0.67325413	0.0	0.98038876	0.4689127	0.85776544	0.5366217	0.76469713	0.5933595
2021-12-26	Michigan	Omicron 21L	0.691559	0.0	0.99414825	0.48653054	0.87481576	0.5524445	0.7841544	0.61058354
2021-12-27	Michigan	Omicron 21L	0.71051323	0.0	1.0140045	0.50287694	0.8932039	0.5693898	0.8029422	0.6287392
2021-12-28	Michigan	Omicron 21L	0.72923785	1.879152e-11	1.0319922	0.52221495	0.9132549	0.58677113	0.8214206	0.64786494
2021-12-29	Michigan	Omicron 21L	0.74821794	4.354913e-05	1.0518247	0.5394554	0.93120927	0.60455215	0.84262645	0.6676527
2021-12-30	Michigan	Omicron 21L	0.7679837	0.0006730642	1.0720708	0.5586696	0.9503208	0.62513095	0.8633424	0.68863547
2021-12-31	Michigan	Omicron 21L	0.7894369	0.0013569503	1.0924801	0.5803573	0.972985	0.64471686	0.8838742	0.7094394
2022-01-01	Michigan	Omicron 21L	0.8110924	0.001620736	1.1114644	0.5991843	0.99342877	0.6657069	0.90341365	0.72972196
2022-01-02	Michigan	Omicron 21L	0.8323492	0.0018465947	1.1328155	0.6152161	1.0143661	0.6872845	0.9258668	0.7516973
2022-01-03	Michigan	Omicron 21L	0.8539419	0.0021828148	1.1493236	0.6352907	1.0316349	0.7082174	0.94441044	0.7724802
2022-01-04	Michigan	Omicron 21L	0.87501395	0.0025048275	1.1663806	0.6570259	1.0484989	0.73120135	0.96421564	0.79393446
2022-01-05	Michigan	Omicron 21L	0.8945884	0.0027555833	1.1768554	0.6792907	1.0652881	0.7562407	0.9825289	0.8146958
2022-01-06	Michigan	Omicron 21L	0.9127231	0.002990434	1.1886687	0.70304227	1.0807066	0.77838224	0.99966794	0.83639103
2022-01-07	Michigan	Omicron 21L	0.93199337	0.0032515689	1.2006178	0.7289638	1.0963278	0.8004933	1.0158284	0.858065
2022-01-08	Michigan	Omicron 21L	0.95152736	0.003522398	1.2106385	0.75487906	1.1078418	0.8222276	1.0313231	0.87901986
2022-01-09	Michigan	Omicron 21L	0.9701439	0.003798416	1.2155472	0.7800532	1.1205863	0.8432436	1.0459881	0.90117383
2022-01-10	Michigan	Omicron 21L	0.9877	0.004082948	1.2214721	0.80543274	1.1361293	0.8658197	1.0611019	0.92274165
2022-01-11	Michigan	Omicron 21L	1.0049341	0.0043616924	1.2281244	0.82949585	1.1487025	0.88629746	1.0764832	0.9435246
2022-01-12	Michigan	Omicron 21L	1.021754	0.0046584387	1.2365825	0.8549861	1.1618099	0.90674317	1.0907081	0.9620737
2022-01-13	Michigan	Omicron 21L	1.0403321	0.004599535	1.2426842	0.8758531	1.1732874	0.9282627	1.1048123	0.9796383
2022-01-14	Michigan	Omicron 21L	1.0575418	0.004486146	1.253952	0.8994028	1.186693	0.9500992	1.1209617	0.9970014
2022-01-15	Michigan	Omicron 21L	1.0738193	0.004641465	1.2643564	0.91714853	1.2008429	0.96956134	1.1376889	1.0147924
2022-01-16	Michigan	Omicron 21L	1.0900114	0.004808898	1.2770624	0.9348972	1.2143874	0.98513466	1.153187	1.0328093
2022-01-17	Michigan	Omicron 21L	1.1069535	0.00489097	1.290417	0.95060444	1.2269434	1.0030915	1.1690855	1.0510705
2022-01-18	Michigan	Omicron 21L	1.1237423	0.0049924515	1.3040755	0.9666459	1.2426018	1.0187086	1.1866473	1.0673839
2022-01-19	Michigan	Omicron 21L	1.140316	0.0051675993	1.3206619	0.98515713	1.2577535	1.0342174	1.2015815	1.0841696
2022-01-20	Michigan	Omicron 21L	1.1584115	0.0053517316	1.3380599	1.0042723	1.273434	1.0513498	1.2183356	1.1016458
2022-01-21	Michigan	Omicron 21L	1.1739585	0.005559665	1.3544174	1.0224081	1.2890112	1.0701691	1.2341197	1.1191878
2022-01-22	Michigan	Omicron 21L	1.1899675	0.0057920176	1.3688706	1.0422593	1.3049294	1.089036	1.2502623	1.1362557
2022-01-23	Michigan	Omicron 21L	1.2083664	0.0060533676	1.3830829	1.0619102	1.3198382	1.107737	1.2659775	1.153657
2022-01-24	Michigan	Omicron 21L	1.2259849	0.00635041	1.3926089	1.0840198	1.3306303	1.128491	1.2812598	1.1737772
2022-01-25	Michigan	Omicron 21L	1.243212	0.0066588577	1.4022784	1.1051534	1.3440218	1.1485327	1.2961636	1.1910347
2022-01-26	Michigan	Omicron 21L	1.2611241	0.0070255436	1.4124943	1.124878	1.3572316	1.1695161	1.3109411	1.2097946
2022-01-27	Michigan	Omicron 21L	1.277046	0.007456897	1.4261981	1.1445352	1.3709385	1.1892838	1.3262799	1.228355
2022-01-28	Michigan	Omicron 21L	1.2928283	0.007909147	1.4378779	1.1638176	1.3843763	1.2071922	1.3420744	1.2458143
2022-01-29	Michigan	Omicron 21L	1.3067944	0.008420825	1.4536637	1.1805682	1.4014652	1.2231088	1.3577404	1.2636154
2022-01-30	Michigan	Omicron 21L	1.3216729	0.009006254	1.4657055	1.1960312	1.4177665	1.2390916	1.3727217	1.2775133
2022-01-31	Michigan	Omicron 21L	1.3364923	0.009665272	1.4813502	1.208726	1.4330702	1.2536578	1.3880587	1.2928653
2022-02-01	Michigan	Omicron 21L	1.3508646	0.010387221	1.498932	1.2218112	1.4502896	1.2623029	1.4015226	1.3041662
2022-02-02	Michigan	Omicron 21L	1.3630431	0.011181584	1.5204685	1.2297949	1.4669964	1.2711135	1.4167649	1.3149446
2022-02-03	Michigan	Omicron 21L	1.3761811	0.012077943	1.5384233	1.2370981	1.4827527	1.2796507	1.4306406	1.3266225
2022-02-04	Michigan	Omicron 21L	1.3873112	0.013082547	1.5516821	1.2429118	1.4977939	1.2885284	1.4438585	1.335801
2022-02-05	Michigan	Omicron 21L	1.3965802	0.014185508	1.5662704	1.2480304	1.5112332	1.2966083	1.4556534	1.3431069
2022-02-06	Michigan	Omicron 21L	1.4052937	0.0154265985	1.5767264	1.2565857	1.5194961	1.3053606	1.4647887	1.3511516
2022-02-07	Michigan	Omicron 21L	1.4119534	0.016741084	1.5806171	1.2649496	1.5267035	1.3130062	1.4715319	1.3574514
2022-02-08	Michigan	Omicron 21L	1.4189544	0.01824804	1.5886579	1.2715939	1.528234	1.320777	1.476279	1.3642832
2022-02-09	Michigan	Omicron 21L	1.4241674	0.019886302	1.5887175	1.2787486	1.5313487	1.3266567	1.4794953	1.3711982
2022-02-10	Michigan	Omicron 21L	1.4277155	0.02166913	1.5883526	1.2871679	1.5314404	1.3345373	1.4821401	1.3756518
2022-02-11	Michigan	Omicron 21L	1.4313029	0.023647454	1.5857447	1.2949541	1.529526	1.3401663	1.4829582	1.3806663
2022-02-12	Michigan	Omicron 21L	1.4335469	0.025831023	1.5810269	1.3020315	1.5287772	1.3473786	1.4842288	1.3855217
2022-02-13	Michigan	Omicron 21L	1.4355795	0.028229373	1.574568	1.3076931	1.528204	1.3515415	1.4839075	1.3901052
2022-02-14	Michigan	Omicron 21L	1.438793	0.03095374	1.5722944	1.3113712	1.5275586	1.353923	1.4844247	1.3939668
2022-02-15	Michigan	Omicron 21L	1.4404174	0.03382226	1.5756187	1.316956	1.5289812	1.3559253	1.4857681	1.3959458
2022-02-16	Michigan	Omicron 21L	1.442331	0.036934074	1.5769227	1.3183163	1.5314286	1.3565423	1.4881783	1.3977307
2022-02-17	Michigan	Omicron 21L	1.4440947	0.040368147	1.5851792	1.318453	1.5327048	1.3566959	1.491576	1.3982008
2022-02-18	Michigan	Omicron 21L	1.4466863	0.044082984	1.5907357	1.3201927	1.5361449	1.3582047	1.4949923	1.399948
2022-02-19	Michigan	Omicron 21L	1.450465	0.048245765	1.595571	1.3224113	1.5423646	1.3595942	1.4987392	1.4025179
2022-02-20	Michigan	Omicron 21L	1.4551528	0.05270841	1.6033487	1.3236595	1.549069	1.3619528	1.5035884	1.404746
2022-02-21	Michigan	Omicron 21L	1.4608121	0.057577178	1.60837	1.3256958	1.554602	1.3655288	1.5090032	1.40835
2022-02-22	Michigan	Omicron 21L	1.4666121	0.062979564	1.6135054	1.3331343	1.5609217	1.3713893	1.514493	1.4147764
2022-02-23	Michigan	Omicron 21L	1.4741144	0.06891079	1.6188136	1.3412724	1.567343	1.3804328	1.5224451	1.4228106
2022-02-24	Michigan	Omicron 21L	1.4838216	0.07546125	1.6224124	1.350867	1.573135	1.3923265	1.5303717	1.4332469
2022-02-25	Michigan	Omicron 21L	1.491694	0.08265889	1.6277081	1.363502	1.5798671	1.405527	1.5390933	1.4448879
2022-02-26	Michigan	Omicron 21L	1.5014672	0.09055919	1.633946	1.3789914	1.5877234	1.4191959	1.5476581	1.4573249
2022-02-27	Michigan	Omicron 21L	1.5133326	0.09932647	1.6397368	1.3948528	1.5952287	1.4338176	1.5575061	1.471295
2022-02-28	Michigan	Omicron 21L	1.5242953	0.1090837	1.6501323	1.4085084	1.6049467	1.4494154	1.56692	1.4851888
2022-03-01	Michigan	Omicron 21L	1.5348194	0.119858205	1.6560992	1.4249465	1.6145598	1.4626721	1.5775223	1.4978565
2022-03-02	Michigan	Omicron 21L	1.5464664	0.13168903	1.6661323	1.439682	1.6258761	1.4757297	1.5886497	1.509259
2022-03-03	Michigan	Omicron 21L	1.557556	0.14492239	1.6816802	1.4523591	1.6361645	1.4859618	1.6006042	1.5197598
2022-03-04	Michigan	Omicron 21L	1.5684428	0.15954491	1.6957183	1.4619598	1.6503555	1.49358	1.6120741	1.52923
2022-03-05	Michigan	Omicron 21L	1.5781581	0.17541122	1.7097065	1.4671543	1.6631831	1.501901	1.6231678	1.5378078
2022-03-06	Michigan	Omicron 21L	1.5872416	0.19270375	1.7242974	1.4709306	1.6766168	1.5083524	1.6326481	1.5433438
2022-03-07	Michigan	Omicron 21L	1.5944715	0.21193816	1.738075	1.4712641	1.6879033	1.5118178	1.6416606	1.5497385
2022-03-08	Michigan	Omicron 21L	1.6000097	0.23248592	1.7443267	1.4728639	1.6948805	1.5141671	1.64948	1.5537575
2022-03-09	Michigan	Omicron 21L	1.6024822	0.25454333	1.7483859	1.4730086	1.698297	1.5157548	1.6536407	1.5567476
2022-03-10	Michigan	Omicron 21L	1.6045599	0.27798802	1.7496443	1.4740292	1.699181	1.5159845	1.6551787	1.5581667
2022-03-11	Michigan	Omicron 21L	1.6044073	0.30261463	1.7445164	1.4746999	1.6968791	1.516374	1.653406	1.5576532
2022-03-12	Michigan	Omicron 21L	1.6009486	0.32812	1.7354345	1.4748586	1.6897624	1.5164938	1.6468296	1.554666
2022-03-13	Michigan	Omicron 21L	1.595491	0.3550517	1.7232444	1.4709442	1.6783907	1.5134878	1.6386979	1.5494053
2022-03-14	Michigan	Omicron 21L	1.5864685	0.3827852	1.7113521	1.4662584	1.6687387	1.5059524	1.630267	1.5429955
2022-03-15	Michigan	Omicron 21L	1.5765507	0.41084892	1.7036173	1.4562128	1.657602	1.4939207	1.6204444	1.5338421
2022-03-16	Michigan	Omicron 21L	1.5658534	0.43906596	1.6965909	1.4400188	1.6512951	1.4796741	1.6075928	1.5202109
2022-03-17	Michigan	Omicron 21L	1.5540556	0.46717572	1.6960249	1.4177182	1.6458861	1.4605598	1.5994595	1.5040061
2022-03-18	Michigan	Omicron 21L	1.539801	0.49496245	1.6980133	1.3880181	1.6456432	1.4369428	1.5912871	1.4862988
2022-03-19	Michigan	Omicron 21L	1.5243276	0.52275646	1.70489	1.3530911	1.6442428	1.412616	1.5846939	1.4661413
2022-03-20	Michigan	Omicron 21L	1.5109117	0.54933274	1.7132621	1.320489	1.6459794	1.3859723	1.5790077	1.4451792
2022-03-21	Michigan	Omicron 21L	1.496408	0.575505	1.7243735	1.2891692	1.648716	1.3585846	1.5719737	1.4226034
2022-03-22	Michigan	Omicron 21L	1.4828124	0.5999866	1.7405615	1.2532822	1.6534258	1.330274	1.5682089	1.4014273
2022-03-23	Michigan	Omicron 21L	1.4709604	0.62429625	1.7556273	1.2220125	1.6610754	1.301957	1.5658453	1.3795707
2022-03-24	Michigan	Omicron 21L	1.4581442	0.647499	1.7776377	1.1921133	1.6706855	1.2737738	1.5665472	1.3581483
2022-03-25	Michigan	Omicron 21L	1.4477067	0.6685341	1.804786	1.1544397	1.6812633	1.2459012	1.5672033	1.3381107
2022-03-26	Michigan	Omicron 21L	1.4398613	0.6891302	1.8388783	1.119251	1.6978356	1.2161738	1.5707812	1.317014
2022-03-27	Michigan	Omicron 21L	1.4316897	0.7085986	1.8829385	1.0828427	1.7210243	1.1837026	1.5781045	1.2987213
2022-03-28	Michigan	Omicron 21L	1.4258999	0.7273489	1.9379265	1.0395433	1.751167	1.1534064	1.5883887	1.2773882
2022-03-29	Michigan	Omicron 21L	1.4227189	0.7437764	2.0030751	1.0055999	1.789872	1.1226393	1.5996194	1.2591331
2022-03-30	Michigan	Omicron 21L	1.4209487	0.7599291	2.0862203	0.9605625	1.8336301	1.092494	1.6151999	1.2387514
2022-03-31	Michigan	Omicron 21L	1.41911	0.775738	2.1723278	0.91793185	1.8878229	1.0605341	1.633754	1.2198906
2022-04-01	Michigan	Omicron 21L	1.4228334	0.7907808	2.293102	0.86838436	1.9475014	1.0299264	1.6585897	1.2038175
2022-04-02	Michigan	Omicron 21L	1.4235172	0.80465806	2.4213614	0.83103144	2.0137138	1.0029912	1.6872644	1.1865151
2022-04-03	Michigan	Omicron 21L	1.4304068	0.816615	2.5540977	0.78367424	2.0832434	0.97750634	1.7224054	1.1688526
2022-04-04	Michigan	Omicron 21L	1.4355466	0.82840616	2.713566	0.7490749	2.15878	0.9469941	1.7604152	1.1507912
2022-04-05	Michigan	Omicron 21L	1.4334412	0.8401849	2.913069	0.70521456	2.2427404	0.9147801	1.8051043	1.129112
2022-04-06	Michigan	Omicron 21L	1.4351337	0.85085726	3.106407	0.6678355	2.3360226	0.8855319	1.8561311	1.1074487
2022-04-07	Michigan	Omicron 21L	1.4441512	0.86159265	3.296778	0.630657	2.4297857	0.8502743	1.9028947	1.094955
2022-04-08	Michigan	Omicron 21L	1.4466268	0.87035465	3.548605	0.5896282	2.5823069	0.8127646	1.9461292	1.0732162
2022-04-09	Michigan	Omicron 21L	1.449858	0.87849927	3.8388276	0.54595447	2.723332	0.7731837	2.0179949	1.052688
2022-04-10	Michigan	Omicron 21L	1.454091	0.8853979	4.2014523	0.49505687	2.904307	0.7186294	2.0870416	1.0192261
2022-04-11	Michigan	Omicron 21L	1.4635159	0.8926367	4.682174	0.44611666	3.1532288	0.6725238	2.1863215	0.9934038
2022-04-12	Michigan	Omicron 21L	1.476233	0.8987951	5.3232293	0.39597097	3.4175253	0.61415553	2.256164	0.9514365
2021-11-15	Michigan	other	2.1463923	0.010937807	4.7073197	1.0088716	3.5343983	1.2674863	2.786713	1.6085691
2021-11-16	Michigan	other	2.218475	0.010920272	4.4701304	1.096292	3.4820664	1.380185	2.8331935	1.7184471
2021-11-17	Michigan	other	2.2226028	0.010649551	4.273871	1.1454855	3.3940005	1.4506912	2.81442	1.765533
2021-11-18	Michigan	other	2.1928144	0.009462809	4.0324593	1.1759756	3.279247	1.4718118	2.7370439	1.7765582
2021-11-19	Michigan	other	2.122612	0.007567999	3.7825656	1.162304	3.1276925	1.4470712	2.6129205	1.7369281
2021-11-20	Michigan	other	2.0111465	0.0063245296	3.5526338	1.1285998	2.935569	1.3979226	2.4595523	1.6563915
2021-11-21	Michigan	other	1.8688109	0.0056540244	3.271885	1.0781382	2.685638	1.3212941	2.2683287	1.561075
2021-11-22	Michigan	other	1.7318254	0.00517984	2.9354935	1.0138682	2.4405005	1.2355736	2.0704136	1.4461972
2021-11-23	Michigan	other	1.5725651	0.0046070893	2.583467	0.95556927	2.1901	1.1432873	1.8720686	1.3271627
2021-11-24	Michigan	other	1.418339	0.0039058384	2.244282	0.8945785	1.9330914	1.050443	1.6713238	1.2100018
2021-11-25	Michigan	other	1.2729037	0.003320076	1.9448363	0.8294195	1.6989336	0.9616932	1.4847145	1.0972432
2021-11-26	Michigan	other	1.1411216	0.0029842786	1.6907458	0.7763154	1.4859194	0.87911516	1.3096076	0.99278307
2021-11-27	Michigan	other	1.0199807	0.0028065308	1.4591808	0.7191276	1.2956593	0.8057025	1.1528834	0.8971934
2021-11-28	Michigan	other	0.9085258	0.002678403	1.2607495	0.6636272	1.1261859	0.7370578	1.0153792	0.8102455
2021-11-29	Michigan	other	0.8130834	0.0025227303	1.0863262	0.61492133	0.98433983	0.6755419	0.89736587	0.7359227
2021-11-30	Michigan	other	0.7315649	0.0023915586	0.9424298	0.5730484	0.8662513	0.61893874	0.7981726	0.6692382
2021-12-01	Michigan	other	0.66222775	0.0023343528	0.82938504	0.53261226	0.76809686	0.57163674	0.71612185	0.61189413
2021-12-02	Michigan	other	0.6069881	0.0023520133	0.7423953	0.4974127	0.69261	0.5309763	0.6504444	0.56524146
2021-12-03	Michigan	other	0.5614569	0.002417717	0.6759535	0.46824417	0.6343272	0.49646235	0.59724337	0.52688855
2021-12-04	Michigan	other	0.5247526	0.0025025306	0.6237962	0.44229153	0.5879498	0.4688946	0.55575883	0.49417633
2021-12-05	Michigan	other	0.49475592	0.0025968556	0.5825329	0.42307895	0.5503776	0.44526666	0.52298224	0.46769089
2021-12-06	Michigan	other	0.47136128	0.0027241772	0.55222905	0.40564054	0.52145904	0.42611125	0.4977888	0.4465175
2021-12-07	Michigan	other	0.452647	0.0028967152	0.52784204	0.39116973	0.499673	0.41123036	0.47751254	0.4303349
2021-12-08	Michigan	other	0.43905208	0.0030973516	0.50955164	0.38010892	0.48317295	0.39949253	0.46200588	0.4180072
2021-12-09	Michigan	other	0.42847177	0.0033115135	0.49630412	0.37176567	0.470325	0.39108583	0.45001543	0.40860224
2021-12-10	Michigan	other	0.42119884	0.003538427	0.48614854	0.3674543	0.46182021	0.38531804	0.44175208	0.401716
2021-12-11	Michigan	other	0.41693425	0.0037762476	0.48037237	0.36420232	0.45588747	0.3816871	0.43662438	0.39790267
2021-12-12	Michigan	other	0.4149649	0.0040319674	0.47581542	0.36444604	0.45256132	0.38027748	0.43449825	0.3964793
2021-12-13	Michigan	other	0.415398	0.0042766156	0.47385255	0.36536112	0.45237976	0.3812931	0.4342487	0.39707208
2021-12-14	Michigan	other	0.41742036	0.0045012664	0.47482765	0.36874554	0.4543583	0.38440555	0.43595502	0.39964604
2021-12-15	Michigan	other	0.4215615	0.0046795825	0.47770205	0.37304097	0.4577112	0.3887584	0.43978488	0.40379414
2021-12-16	Michigan	other	0.42752177	0.004790888	0.48304412	0.37735805	0.46268126	0.39441618	0.44549316	0.40971377
2021-12-17	Michigan	other	0.43430388	0.0048170635	0.49025893	0.38447168	0.46984127	0.4016955	0.4529419	0.41671693
2021-12-18	Michigan	other	0.44266716	0.004776499	0.49922067	0.39220005	0.47850204	0.40959287	0.46145326	0.4251842
2021-12-19	Michigan	other	0.45179474	0.0046446286	0.50950927	0.4008124	0.48863065	0.41926837	0.47117686	0.43467376
2021-12-20	Michigan	other	0.46170127	0.004439594	0.5210573	0.41008696	0.49961355	0.42925614	0.48168173	0.44486868
2021-12-21	Michigan	other	0.47287536	0.004173037	0.5333611	0.42066684	0.5114211	0.4401501	0.49326807	0.45625103
2021-12-22	Michigan	other	0.48552644	0.0038730921	0.54756165	0.43211532	0.5243503	0.45134655	0.5057473	0.46751797
2021-12-23	Michigan	other	0.4986028	0.0035404712	0.561725	0.44390747	0.53782487	0.46380404	0.5193549	0.4804874
2021-12-24	Michigan	other	0.5124687	0.0032166895	0.5764115	0.45697078	0.5518974	0.47685355	0.5335493	0.49355683
2021-12-25	Michigan	other	0.5269356	0.002894822	0.5928003	0.46957064	0.5676187	0.4902484	0.5482776	0.50786614
2021-12-26	Michigan	other	0.54219556	0.0026063016	0.61001146	0.4835549	0.5845364	0.5041846	0.5638821	0.5222105
2021-12-27	Michigan	other	0.5579325	0.002334307	0.62690455	0.49636737	0.6013439	0.51857156	0.5803739	0.53721976
2021-12-28	Michigan	other	0.5742921	0.0020921333	0.6442629	0.5098339	0.619493	0.53244865	0.5972795	0.5521748
2021-12-29	Michigan	other	0.5908501	0.0018804455	0.6642278	0.52326083	0.6373289	0.54724675	0.6145245	0.56750906
2021-12-30	Michigan	other	0.6073358	0.0016927107	0.6834117	0.5372616	0.6554017	0.56190515	0.6314925	0.5825474
2021-12-31	Michigan	other	0.6236869	0.0015316447	0.7035215	0.551026	0.673673	0.57583207	0.64894104	0.5974724
2022-01-01	Michigan	other	0.6391916	0.0013919967	0.72166824	0.5655959	0.69138044	0.5897102	0.6659498	0.61252314
2022-01-02	Michigan	other	0.6543369	0.0012672899	0.7391039	0.57861876	0.70844084	0.6032931	0.6827439	0.6275
2022-01-03	Michigan	other	0.668978	0.0011566919	0.7565688	0.5914383	0.7250691	0.61725956	0.69811535	0.64186394
2022-01-04	Michigan	other	0.6832651	0.0010633889	0.77308565	0.6039115	0.7414854	0.63028324	0.7131909	0.65579545
2022-01-05	Michigan	other	0.69621813	0.0009799674	0.787267	0.61676645	0.7558027	0.64221174	0.7268747	0.66834027
2022-01-06	Michigan	other	0.70867354	0.000907007	0.7993055	0.6267229	0.7686979	0.6542331	0.7394263	0.6798101
2022-01-07	Michigan	other	0.71960545	0.00084370683	0.8121759	0.6379952	0.7799411	0.6649527	0.7509767	0.690293
2022-01-08	Michigan	other	0.72988176	0.00078964443	0.82472956	0.6479782	0.7901607	0.6750146	0.7618365	0.6999547
2022-01-09	Michigan	other	0.73890966	0.0007410953	0.8350042	0.6579968	0.8002248	0.68439037	0.77181363	0.70925856
2022-01-10	Michigan	other	0.74711984	0.0006973727	0.844723	0.66574514	0.80931616	0.6927119	0.77993923	0.71761143
2022-01-11	Michigan	other	0.7548423	0.0006599709	0.85479325	0.6723673	0.81713295	0.6995458	0.78765714	0.72573024
2022-01-12	Michigan	other	0.7616893	0.00062506954	0.86175185	0.67829865	0.8249774	0.70626295	0.795352	0.7325778
2022-01-13	Michigan	other	0.7678623	0.00059411454	0.86846346	0.68385583	0.83238834	0.7114375	0.80199265	0.7389904
2022-01-14	Michigan	other	0.7736413	0.0005666525	0.87370586	0.6879097	0.83946776	0.7163776	0.8084333	0.74434745
2022-01-15	Michigan	other	0.7789881	0.00054047717	0.8794747	0.69180024	0.8457167	0.72051865	0.8137121	0.749898
2022-01-16	Michigan	other	0.7840526	0.00051830837	0.88753027	0.69454116	0.8521872	0.7250113	0.8182716	0.7544086
2022-01-17	Michigan	other	0.78930587	0.00049716164	0.89185137	0.69818187	0.857833	0.7290959	0.82339513	0.7581867
2022-01-18	Michigan	other	0.79395366	0.00047759415	0.8969095	0.7011402	0.8625534	0.73234326	0.82826287	0.76198506
2022-01-19	Michigan	other	0.79863423	0.0004598633	0.90162975	0.70415115	0.8681872	0.7357922	0.83282816	0.76539683
2022-01-20	Michigan	other	0.8025751	0.00044460106	0.9070616	0.70770335	0.87199634	0.73918957	0.83726263	0.7691016
2022-01-21	Michigan	other	0.80652237	0.00043104	0.9141366	0.7112098	0.87611556	0.7438295	0.8413605	0.7729837
2022-01-22	Michigan	other	0.81032014	0.0004179565	0.9167904	0.71585405	0.8801864	0.7477358	0.8445312	0.7770703
2022-01-23	Michigan	other	0.81429815	0.0004076998	0.91990316	0.71949697	0.8835572	0.75198233	0.8479545	0.7809176
