date	location	variant	median_ga	median_freq	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
2022-01-13	California	Delta	0.71069455	0.016589873	0.79353136	0.63786453	0.7644927	0.6629533	0.7384461	0.6847155
2022-01-14	California	Delta	0.6898401	0.015386413	0.7789762	0.613502	0.7468108	0.638969	0.7202323	0.66245276
2022-01-15	California	Delta	0.669328	0.014232382	0.7637796	0.5892848	0.7307232	0.615977	0.70096636	0.6398921
2022-01-16	California	Delta	0.6491937	0.013108736	0.7457547	0.5640769	0.71369535	0.593506	0.6814197	0.61886185
2022-01-17	California	Delta	0.63018996	0.012062144	0.730331	0.5419926	0.6971564	0.57181025	0.6640754	0.59856176
2022-01-18	California	Delta	0.6128767	0.0110481	0.7149551	0.5218396	0.6813884	0.55377614	0.6470166	0.5804303
2022-01-19	California	Delta	0.59664977	0.010096729	0.7009744	0.5048968	0.66702646	0.5379952	0.6319233	0.56444436
2022-01-20	California	Delta	0.5838194	0.009187661	0.6873218	0.4925425	0.65295124	0.5249348	0.61818385	0.5515437
2022-01-21	California	Delta	0.5727869	0.008364363	0.67516583	0.4827003	0.6402542	0.51481324	0.6069764	0.54106086
2022-01-22	California	Delta	0.5639627	0.0076125	0.66230106	0.47696546	0.629842	0.50829595	0.5970151	0.5335419
2022-01-23	California	Delta	0.5574775	0.006915239	0.65352076	0.47319314	0.6202946	0.50377923	0.5885867	0.5276725
2022-01-24	California	Delta	0.55356216	0.006273074	0.64457035	0.47257358	0.613398	0.5010668	0.58255756	0.5247444
2022-01-25	California	Delta	0.55082667	0.0057088532	0.6385372	0.47147495	0.60821545	0.49954537	0.5797292	0.52268934
2022-01-26	California	Delta	0.5501033	0.005192209	0.6370145	0.47364166	0.6046084	0.4988852	0.57810867	0.5226896
2022-01-27	California	Delta	0.550648	0.0047263196	0.6367428	0.4750399	0.6049214	0.49974588	0.57860196	0.52383226
2022-01-28	California	Delta	0.5523406	0.004312612	0.6376522	0.47469822	0.6076879	0.50062037	0.58003354	0.5250561
2022-01-29	California	Delta	0.55598104	0.0039460463	0.64095885	0.4770564	0.61238647	0.502058	0.5837783	0.5270736
2022-01-30	California	Delta	0.5596587	0.0036082556	0.64769083	0.4797017	0.61981523	0.50407726	0.58927727	0.5302619
2022-01-31	California	Delta	0.5645336	0.0033086652	0.65848356	0.48087162	0.6270809	0.50734955	0.59653306	0.5337531
2022-02-01	California	Delta	0.5704425	0.0030452567	0.670649	0.48234844	0.6368253	0.51067877	0.6058538	0.53804785
2022-02-02	California	Delta	0.5770846	0.0028069625	0.68514603	0.48408464	0.6467511	0.5147292	0.61409056	0.5434805
2022-02-03	California	Delta	0.5846465	0.0026010699	0.6984255	0.48608178	0.6582534	0.5187601	0.6232586	0.5488065
2022-02-04	California	Delta	0.59341854	0.0024115238	0.71288806	0.4892416	0.6708442	0.5250153	0.63311994	0.5548013
2022-02-05	California	Delta	0.60229015	0.0022417526	0.72831786	0.4945502	0.68400544	0.5301214	0.6433835	0.56190586
2022-02-06	California	Delta	0.6106404	0.0020849917	0.7419966	0.49939343	0.69446933	0.5372747	0.6521933	0.57003987
2022-02-07	California	Delta	0.620306	0.0019467738	0.75497276	0.5040332	0.70594853	0.54411465	0.66149676	0.57956856
2022-02-08	California	Delta	0.6296829	0.0018270457	0.76625645	0.5134637	0.717036	0.5526438	0.67153275	0.58878005
2022-02-09	California	Delta	0.63871515	0.001716147	0.77490264	0.52330166	0.72600806	0.560433	0.68248796	0.5981984
2022-02-10	California	Delta	0.6497197	0.0016165697	0.7917365	0.5333461	0.73694354	0.56913894	0.69365877	0.6071427
2022-02-11	California	Delta	0.6594333	0.0015192775	0.80288136	0.54204714	0.7491585	0.57710207	0.705142	0.6156509
2022-02-12	California	Delta	0.669312	0.0014330621	0.8187344	0.5488364	0.76189214	0.5865712	0.71679187	0.62422514
2022-02-13	California	Delta	0.6798495	0.001360751	0.83585155	0.5525492	0.7776644	0.5941583	0.72870964	0.6332762
2022-02-14	California	Delta	0.6917485	0.0012913423	0.85550356	0.56110495	0.7923692	0.6016075	0.74274045	0.6408725
2022-02-15	California	Delta	0.703303	0.0012336483	0.87486005	0.5691759	0.81248355	0.6078593	0.7579135	0.6498362
2022-02-16	California	Delta	0.7142556	0.0011786844	0.9011675	0.571476	0.8317315	0.6164671	0.7735294	0.65747756
2022-02-17	California	Delta	0.7255877	0.0011279671	0.9235759	0.5728783	0.851989	0.6234826	0.78821564	0.66568
2022-02-18	California	Delta	0.7380817	0.0010786447	0.9454335	0.57672215	0.8717402	0.6287919	0.80367404	0.6749391
2022-02-19	California	Delta	0.7502903	0.0010309189	0.97110766	0.58220756	0.8916945	0.6353571	0.81981987	0.6846242
2022-02-20	California	Delta	0.7627423	0.0009941226	0.9937763	0.5880484	0.91181886	0.6426822	0.8373494	0.6951655
2022-02-21	California	Delta	0.7748443	0.00095683616	1.0176575	0.59336185	0.92884636	0.65171164	0.85386187	0.70576537
2022-02-22	California	Delta	0.79109526	0.00092268153	1.0376568	0.60299253	0.94887984	0.6650628	0.8704723	0.71794343
2022-02-23	California	Delta	0.8044839	0.00089341664	1.0549271	0.6149446	0.9656589	0.6738785	0.88623416	0.7318673
2022-02-24	California	Delta	0.8199655	0.00086826377	1.078749	0.6252067	0.9847377	0.6846776	0.9022985	0.7457982
2022-02-25	California	Delta	0.83576113	0.000842651	1.0933539	0.63804436	1.0012823	0.6995943	0.91797894	0.7603074
2022-02-26	California	Delta	0.85065544	0.000823939	1.1087795	0.65131533	1.0127014	0.71205485	0.93526465	0.7728005
2022-02-27	California	Delta	0.8670764	0.0008060124	1.1244446	0.6630958	1.0313048	0.72593427	0.9518373	0.787955
2022-02-28	California	Delta	0.88265026	0.00078797585	1.1437988	0.6737955	1.0523771	0.7390458	0.9680872	0.80526674
2022-03-01	California	Delta	0.8983565	0.0007700004	1.1760089	0.6814435	1.074273	0.75120866	0.9844729	0.81960404
2022-03-02	California	Delta	0.9141706	0.0007583933	1.2032045	0.68908376	1.0946484	0.7621999	1.0021611	0.83287877
2022-03-03	California	Delta	0.9296424	0.0007434212	1.2376281	0.6931808	1.1186838	0.7719854	1.0200518	0.8425834
2022-03-04	California	Delta	0.9443983	0.0007286639	1.2663007	0.6950932	1.1399356	0.7792236	1.0425966	0.85446084
2022-03-05	California	Delta	0.9600321	0.00071830105	1.3129743	0.7001744	1.1658376	0.786061	1.066143	0.8654458
2022-03-06	California	Delta	0.9758793	0.0007095678	1.3503693	0.69801617	1.194202	0.79534465	1.0848413	0.87583005
2022-03-07	California	Delta	0.9881611	0.0007003618	1.3824146	0.6988488	1.223713	0.7973373	1.1055852	0.88207227
2022-03-08	California	Delta	0.9999013	0.0006918609	1.4195261	0.6968382	1.2523837	0.79802364	1.1253422	0.8853844
2022-03-09	California	Delta	1.012671	0.0006790881	1.4649731	0.69104445	1.2831935	0.79989576	1.1451918	0.89036536
2022-03-10	California	Delta	1.0243622	0.00066871836	1.511108	0.68537456	1.3126185	0.79500496	1.1647116	0.89352024
2022-03-11	California	Delta	1.0335982	0.00066159305	1.5617068	0.6842103	1.3460555	0.79363114	1.1877759	0.8982183
2022-03-12	California	Delta	1.0406284	0.0006546923	1.5985312	0.6777447	1.3705282	0.7918947	1.2064753	0.90077937
2022-03-13	California	Delta	1.0498223	0.0006446051	1.6425825	0.66339755	1.3976884	0.78497094	1.2223316	0.90088236
2022-03-14	California	Delta	1.0558517	0.000630995	1.6972498	0.6495993	1.431228	0.77759594	1.2373374	0.90055525
2022-03-15	California	Delta	1.0555116	0.0006184912	1.7666345	0.6412682	1.460073	0.7665611	1.2504951	0.8944195
2022-03-16	California	Delta	1.0578426	0.00060351775	1.8345019	0.62739	1.4865342	0.7503213	1.2687194	0.8883298
2022-03-17	California	Delta	1.06336	0.0005890289	1.9069362	0.6053555	1.5226157	0.7349827	1.2903951	0.8839943
2022-03-18	California	Delta	1.0646391	0.0005751535	1.9798125	0.574753	1.5658227	0.7170726	1.3068297	0.8709288
2022-03-19	California	Delta	1.0644522	0.00055897346	2.074872	0.5548916	1.612326	0.69957817	1.320966	0.858753
2022-03-20	California	Delta	1.068532	0.0005416325	2.1632025	0.53099954	1.6595535	0.6777196	1.3381962	0.84376806
2022-03-21	California	Delta	1.0656247	0.0005260927	2.2503364	0.50521904	1.7016561	0.65353006	1.3506128	0.8273709
2022-03-22	California	Delta	1.0628953	0.00050532375	2.3367865	0.4760332	1.7505193	0.6341534	1.3715138	0.809929
2022-03-23	California	Delta	1.0621834	0.0004908091	2.4027119	0.45448735	1.8056513	0.6105443	1.3938875	0.792096
2022-03-24	California	Delta	1.0576189	0.00047420082	2.4947052	0.42861775	1.8594573	0.5901737	1.4189115	0.78037405
2022-03-25	California	Delta	1.050446	0.00045440765	2.5783136	0.41061848	1.9055724	0.5689634	1.4288316	0.7664037
2022-03-26	California	Delta	1.0441462	0.0004365712	2.6940436	0.38928822	1.9440169	0.5470319	1.4465411	0.7471243
2022-03-27	California	Delta	1.0343058	0.000419243	2.8213003	0.36581466	1.9962678	0.52562386	1.4621509	0.7259081
2022-03-28	California	Delta	1.0205979	0.0004048601	2.950726	0.33960605	2.055158	0.50180686	1.489355	0.70671403
2022-03-29	California	Delta	1.0109465	0.00038859295	3.0868988	0.31167284	2.106959	0.476876	1.5096767	0.68548036
2022-03-30	California	Delta	0.9993812	0.00037246186	3.2439091	0.28825855	2.1927178	0.45114958	1.5262916	0.66312957
2022-03-31	California	Delta	0.9916468	0.00035482523	3.4485383	0.26362348	2.2424479	0.42965347	1.5448941	0.6400439
2022-04-01	California	Delta	0.98420525	0.00033276467	3.7558024	0.24131842	2.3163638	0.40295547	1.5642523	0.6215402
2022-04-02	California	Delta	0.97266024	0.00031633303	4.065461	0.22339779	2.4606512	0.3753143	1.5976334	0.59944916
2022-04-03	California	Delta	0.9610425	0.00030196668	4.4339547	0.20523709	2.571721	0.35394624	1.6365856	0.57825416
2022-04-04	California	Delta	0.9599675	0.00029122614	4.720364	0.18750495	2.6913044	0.3318529	1.6608336	0.55644715
2022-04-05	California	Delta	0.9527149	0.0002706218	5.1136184	0.16697465	2.8615506	0.31070244	1.706268	0.5344306
2022-04-06	California	Delta	0.94363606	0.0002558348	5.5367455	0.14890939	3.0071588	0.28813896	1.7456828	0.51752186
2022-04-07	California	Delta	0.925383	0.00024260064	5.9396067	0.13160945	3.2233891	0.26781073	1.7779534	0.49675298
2022-04-08	California	Delta	0.92398727	0.00022706957	6.6954837	0.11693941	3.4888437	0.24879618	1.845099	0.4708594
2022-04-09	California	Delta	0.9179933	0.00020927616	7.598365	0.097942464	3.716626	0.23212802	1.924793	0.44780853
2022-04-10	California	Delta	0.91225004	0.00019427421	8.648519	0.082722835	4.139719	0.20980763	2.009936	0.42636502
2022-04-11	California	Delta	0.91437364	0.00018314729	10.2108965	0.07084664	4.61578	0.18395604	2.1282961	0.40087005
2022-04-12	California	Delta	0.91754615	0.00016983956	12.25175	0.05745232	5.2022004	0.16194768	2.251048	0.36733052
2021-11-15	California	Omicron 21L	4.3144283	0.0	9.083824	1.9892424	7.0557914	2.5860593	5.645682	3.2838287
2021-11-16	California	Omicron 21L	4.2541018	0.0	8.325022	2.1585057	6.601044	2.7059114	5.374923	3.339632
2021-11-17	California	Omicron 21L	4.0866356	0.0	7.4111576	2.21869	6.0766015	2.7180438	5.0434413	3.2946756
2021-11-18	California	Omicron 21L	3.846469	0.0	6.7040167	2.2214732	5.5638423	2.6507707	4.6880555	3.1458905
2021-11-19	California	Omicron 21L	3.557904	0.0	6.011487	2.126641	5.0243526	2.51285	4.2747035	2.943038
2021-11-20	California	Omicron 21L	3.2297704	0.0	5.339622	1.9541899	4.499758	2.3149562	3.8415742	2.7060628
2021-11-21	California	Omicron 21L	2.883988	0.0	4.7232323	1.7862251	3.9628518	2.0972588	3.41253	2.4517355
2021-11-22	California	Omicron 21L	2.5521817	0.0	4.107598	1.600184	3.4775848	1.875413	3.010484	2.1805568
2021-11-23	California	Omicron 21L	2.239048	0.0	3.535812	1.4411734	3.036033	1.6592168	2.6244612	1.9207983
2021-11-24	California	Omicron 21L	1.950634	0.0	3.0258648	1.2706175	2.611252	1.46319	2.2845628	1.6813357
2021-11-25	California	Omicron 21L	1.6912628	0.0	2.5808856	1.1196216	2.239917	1.2799598	1.9767032	1.4657284
2021-11-26	California	Omicron 21L	1.4673178	0.0	2.1876707	0.98013365	1.919425	1.1211773	1.6979504	1.2790694
2021-11-27	California	Omicron 21L	1.2739046	0.0	1.8676009	0.8610315	1.6377169	0.9888448	1.4586991	1.1153101
2021-11-28	California	Omicron 21L	1.1104128	0.0	1.592203	0.76300144	1.40709	0.8686146	1.2622616	0.9786566
2021-11-29	California	Omicron 21L	0.9692011	0.0	1.364763	0.6765364	1.2197163	0.7696921	1.0958605	0.86011165
2021-11-30	California	Omicron 21L	0.8556533	0.0	1.1934253	0.6077382	1.0659492	0.6853734	0.9620452	0.7614573
2021-12-01	California	Omicron 21L	0.7638755	0.0	1.0518947	0.55213857	0.93923396	0.61883336	0.85194075	0.6829686
2021-12-02	California	Omicron 21L	0.69139385	0.0	0.94042784	0.50489265	0.8433796	0.5630665	0.7675639	0.6210626
2021-12-03	California	Omicron 21L	0.6354964	0.0	0.8488539	0.4676603	0.7659946	0.52151144	0.702487	0.5722505
2021-12-04	California	Omicron 21L	0.59157366	0.0	0.7835689	0.44041386	0.709967	0.48932004	0.6508457	0.53555703
2021-12-05	California	Omicron 21L	0.557557	0.0	0.73554665	0.418057	0.66453475	0.46364576	0.61155736	0.50656366
2021-12-06	California	Omicron 21L	0.5327451	0.0	0.69382	0.40430474	0.63140076	0.44454792	0.5821663	0.48580712
2021-12-07	California	Omicron 21L	0.51440537	0.0	0.66521394	0.39369747	0.60750914	0.4314831	0.5611362	0.47121403
2021-12-08	California	Omicron 21L	0.50239533	0.0	0.6429056	0.3882539	0.58987665	0.42486793	0.5466629	0.46140468
2021-12-09	California	Omicron 21L	0.49553937	0.0	0.6273858	0.38615832	0.57960415	0.42163107	0.53882205	0.45689467
2021-12-10	California	Omicron 21L	0.4943894	5.3063205e-12	0.6197701	0.3887804	0.5750673	0.42170605	0.5355634	0.45702958
2021-12-11	California	Omicron 21L	0.4971292	1.33649455e-05	0.61885464	0.39235488	0.57517767	0.42629257	0.5371624	0.46066606
2021-12-12	California	Omicron 21L	0.5031391	0.0002230072	0.6235394	0.39905852	0.5798923	0.4351636	0.5430544	0.46810547
2021-12-13	California	Omicron 21L	0.51407	0.00048380246	0.63179183	0.4096718	0.5894881	0.4470264	0.5520809	0.478669
2021-12-14	California	Omicron 21L	0.5280582	0.0006279402	0.647537	0.4243138	0.6037201	0.46077213	0.56585455	0.4926492
2021-12-15	California	Omicron 21L	0.54551935	0.0008021198	0.6659056	0.44111046	0.62120956	0.47744906	0.58345133	0.51023906
2021-12-16	California	Omicron 21L	0.56636167	0.0010318449	0.68781626	0.46195784	0.6433238	0.49834213	0.605242	0.53194726
2021-12-17	California	Omicron 21L	0.59055936	0.0012236575	0.71405613	0.4861899	0.66781706	0.52159184	0.62980753	0.555735
2021-12-18	California	Omicron 21L	0.61841434	0.0013410543	0.74349755	0.51382875	0.6959215	0.5484008	0.65758884	0.58279
2021-12-19	California	Omicron 21L	0.6495676	0.0014326543	0.7760438	0.544208	0.7284447	0.5779424	0.6885622	0.6129099
2021-12-20	California	Omicron 21L	0.68359613	0.0015038921	0.81018424	0.5785864	0.7629232	0.61165994	0.72273594	0.64736885
2021-12-21	California	Omicron 21L	0.72016346	0.0015425372	0.8491891	0.61474997	0.80039954	0.64734477	0.7592	0.68452966
2021-12-22	California	Omicron 21L	0.76043475	0.0015582502	0.8915183	0.65461564	0.8398548	0.6873999	0.7989743	0.72350186
2021-12-23	California	Omicron 21L	0.8036827	0.0015676466	0.9317993	0.6985345	0.8832056	0.7301043	0.8422112	0.7664951
2021-12-24	California	Omicron 21L	0.84902394	0.0015781171	0.9755443	0.7427687	0.92871034	0.7759886	0.88842326	0.81174546
2021-12-25	California	Omicron 21L	0.89686537	0.0015852145	1.0250969	0.78932136	0.9750982	0.8241089	0.9362764	0.85968935
2021-12-26	California	Omicron 21L	0.94630194	0.0015412457	1.0725358	0.8393935	1.0252755	0.8746347	0.98656434	0.90777147
2021-12-27	California	Omicron 21L	0.99740756	0.0015107954	1.1240844	0.88907397	1.0771308	0.92552024	1.0375915	0.95784855
2021-12-28	California	Omicron 21L	1.0494082	0.0015364208	1.1766498	0.9395406	1.1306161	0.9768367	1.0899863	1.0090582
2021-12-29	California	Omicron 21L	1.1008756	0.0015733633	1.2274832	0.9887691	1.1823626	1.0267822	1.1425626	1.0606558
2021-12-30	California	Omicron 21L	1.1522663	0.0016136866	1.2840269	1.0397782	1.2369938	1.0753846	1.1946527	1.1111073
2021-12-31	California	Omicron 21L	1.2008872	0.0016784666	1.3345168	1.0863104	1.2879682	1.1209686	1.2452484	1.159989
2022-01-01	California	Omicron 21L	1.2471037	0.0017712882	1.388365	1.1288099	1.3373404	1.164466	1.2930609	1.2042654
2022-01-02	California	Omicron 21L	1.2893312	0.0018855724	1.4366888	1.166075	1.3806458	1.2058724	1.3365973	1.2456057
2022-01-03	California	Omicron 21L	1.3268912	0.0020187842	1.4742863	1.2010536	1.4210814	1.2410839	1.3740093	1.2798835
2022-01-04	California	Omicron 21L	1.3571556	0.0021791104	1.5077789	1.232313	1.4512744	1.2715316	1.4044721	1.309828
2022-01-05	California	Omicron 21L	1.3800613	0.0023718867	1.5296571	1.2560425	1.4734191	1.2961434	1.4285117	1.333503
2022-01-06	California	Omicron 21L	1.3963501	0.0025880258	1.5401571	1.2732924	1.4869457	1.315016	1.4446661	1.3513273
2022-01-07	California	Omicron 21L	1.4060405	0.0028309058	1.5432764	1.2871789	1.493647	1.3277104	1.453233	1.3626046
2022-01-08	California	Omicron 21L	1.4102309	0.0031065065	1.5424397	1.2952639	1.493636	1.3332058	1.4555483	1.3691627
2022-01-09	California	Omicron 21L	1.409359	0.0034086676	1.5353959	1.2979077	1.4889345	1.3355088	1.45267	1.3695778
2022-01-10	California	Omicron 21L	1.4042323	0.0037312815	1.522904	1.2968478	1.479955	1.3315158	1.4457195	1.3651592
2022-01-11	California	Omicron 21L	1.3945107	0.0040825745	1.5085315	1.2903154	1.467404	1.3230994	1.4334719	1.3561274
2022-01-12	California	Omicron 21L	1.3811095	0.0044567483	1.4916751	1.2805462	1.4530327	1.3138767	1.419374	1.3451737
2022-01-13	California	Omicron 21L	1.3667388	0.004868131	1.4771409	1.2675229	1.4364012	1.2978812	1.4044194	1.3300867
2022-01-14	California	Omicron 21L	1.3507555	0.005283303	1.4617938	1.2494156	1.4199504	1.281279	1.3878317	1.3139192
2022-01-15	California	Omicron 21L	1.3320878	0.0057255835	1.4444516	1.2292233	1.403884	1.2634139	1.369763	1.2956979
2022-01-16	California	Omicron 21L	1.3147147	0.006171276	1.4296973	1.2096702	1.3889666	1.2445655	1.3534563	1.2775055
2022-01-17	California	Omicron 21L	1.297784	0.0066315653	1.4153464	1.1910608	1.3744673	1.2263685	1.3373191	1.2598231
2022-01-18	California	Omicron 21L	1.2817371	0.0071040355	1.402677	1.1737266	1.3599566	1.2102997	1.3226432	1.2436848
2022-01-19	California	Omicron 21L	1.2678636	0.0075839777	1.3907675	1.1579567	1.3468558	1.1954564	1.3087243	1.2292657
2022-01-20	California	Omicron 21L	1.2558992	0.008075382	1.3793293	1.1457384	1.3355285	1.183624	1.2961494	1.2173444
2022-01-21	California	Omicron 21L	1.247381	0.008555725	1.3698047	1.1380354	1.3257345	1.1757567	1.2879834	1.2085328
2022-01-22	California	Omicron 21L	1.2413528	0.009043003	1.3619517	1.1345819	1.3175541	1.1704235	1.2812171	1.203419
2022-01-23	California	Omicron 21L	1.238023	0.009535592	1.3556613	1.1351451	1.3118939	1.1685668	1.2763956	1.2008888
2022-01-24	California	Omicron 21L	1.2376885	0.010035273	1.3503917	1.1378505	1.3073441	1.1708664	1.2744149	1.2008846
2022-01-25	California	Omicron 21L	1.2383091	0.010595621	1.3461062	1.1437136	1.3049548	1.1747816	1.2742748	1.202898
2022-01-26	California	Omicron 21L	1.2420187	0.011182787	1.3431493	1.1510526	1.3056571	1.1798306	1.2744191	1.2076
2022-01-27	California	Omicron 21L	1.2464318	0.011788091	1.3440818	1.1601712	1.3079739	1.1873224	1.2772167	1.2130768
2022-01-28	California	Omicron 21L	1.2524751	0.012443243	1.3462172	1.1689404	1.3104742	1.1965978	1.2821305	1.2213435
