location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Kentucky	Alpha	1.0565085	1.0717632	1.0414767	1.0660422	1.0466795	1.0618002	1.0511141
Kentucky	Beta	0.30829543	0.66011786	0.16073817	0.4948527	0.19103998	0.39515188	0.23902202
Kentucky	Delta	1.2824485	1.2876489	1.2772747	1.2859098	1.2790706	1.2842585	1.280599
Kentucky	Epsilon	0.95305455	0.99620056	0.91447645	0.98000836	0.9273681	0.9672862	0.9392109
Kentucky	Gamma	1.0751598	1.1064674	1.0429127	1.0956174	1.0524839	1.0861558	1.0632977
Kentucky	Iota	1.0120041	1.0578113	0.9721526	1.0417761	0.9862568	1.0284166	0.99818385
Kentucky	Mu	0.9899949	1.102926	0.898355	1.0630547	0.92686903	1.0301073	0.96030974
Kentucky	Omicron	3.1683993	3.7315195	2.6835701	3.528898	2.8466344	3.3495164	2.9871616
Maryland	Alpha	1.1147134	1.1258172	1.1042305	1.1214046	1.1074845	1.1185826	1.1110896
Maryland	Beta	0.9984801	1.0388632	0.9541345	1.0251842	0.9697057	1.0133446	0.98318774
Maryland	Delta	1.4541727	1.4600066	1.4483812	1.4580925	1.4502571	1.4561439	1.4520879
Maryland	Epsilon	0.96278644	0.9972522	0.9303161	0.98443186	0.9409333	0.9742592	0.9509263
Maryland	Gamma	1.217417	1.2450042	1.1895353	1.2348158	1.1987803	1.226074	1.2079103
Maryland	Iota	1.0780555	1.1018835	1.0580883	1.093794	1.0638477	1.0868267	1.0708603
Maryland	Mu	1.2391431	1.291778	1.1938447	1.2729433	1.2089443	1.2579603	1.2252061
Maryland	Omicron	3.3767648	3.6346068	3.1453223	3.5389268	3.2226133	3.4616723	3.294697
Massachusetts	Alpha	1.0541965	1.0647901	1.044117	1.0607321	1.0477918	1.0576924	1.0507456
Massachusetts	Beta	0.96236897	1.0157784	0.90842676	0.99782705	0.9266416	0.98049104	0.94317114
Massachusetts	Delta	1.303968	1.3109034	1.2969984	1.3085953	1.2993671	1.3066025	1.3015167
Massachusetts	Epsilon	0.9882631	1.0102493	0.96575487	1.0030268	0.9739834	0.99638045	0.9805625
Massachusetts	Gamma	1.0787075	1.0926942	1.0645553	1.0876113	1.0699223	1.0837836	1.0740011
Massachusetts	Iota	1.0406152	1.0536363	1.0263888	1.0495709	1.0314542	1.0457247	1.0354214
Massachusetts	Mu	1.1572605	1.1864642	1.1286745	1.1763583	1.1373992	1.1666007	1.1468809
Massachusetts	Omicron	2.7298684	3.0196369	2.4829772	2.9161835	2.5652146	2.8303728	2.6415691
Michigan	Alpha	1.0225942	1.0335563	1.0117518	1.0297434	1.0158331	1.0258734	1.0186424
Michigan	Beta	0.9761952	1.0167474	0.9350216	1.003412	0.94771874	0.9900999	0.9613812
Michigan	Delta	1.2721355	1.2793715	1.2650572	1.2771614	1.2672484	1.2748977	1.2697046
Michigan	Epsilon	0.9465281	0.96932924	0.923253	0.96196187	0.9317146	0.9550256	0.9386529
Michigan	Gamma	1.0349057	1.058971	1.0091116	1.0510211	1.0180504	1.0436511	1.0263815
Michigan	Iota	1.0182576	1.0388842	0.99682444	1.0324794	1.0038528	1.0256711	1.0103047
Michigan	Mu	1.1279097	1.1811652	1.0779017	1.1625553	1.0912391	1.1446183	1.1087544
Michigan	Omicron	2.6231828	3.0098848	2.3002791	2.8618453	2.403155	2.7556503	2.5071447
Minnesota	Alpha	1.083019	1.0945767	1.0727862	1.0907654	1.0759535	1.0871073	1.0795128
Minnesota	Beta	1.036907	1.0680127	1.0062957	1.0593851	1.0155952	1.047854	1.0253556
Minnesota	Delta	1.4219716	1.4332052	1.4100708	1.4290546	1.4142585	1.4259824	1.4179697
Minnesota	Epsilon	1.0139961	1.0345948	0.99652296	1.02674	1.00301	1.0202074	1.0081037
Minnesota	Gamma	1.1734983	1.1920159	1.1536065	1.1863362	1.1606747	1.1808043	1.1666168
Minnesota	Iota	1.0870574	1.1098642	1.0629964	1.1014398	1.071626	1.0947919	1.0787244
Minnesota	Mu	1.2003689	1.2387199	1.1633111	1.2267213	1.1775454	1.2147499	1.1869866
Minnesota	Omicron	2.84591	3.1187181	2.5819535	3.021624	2.669813	2.9396164	2.7566943
Missouri	Alpha	1.0060396	1.0244591	0.9868257	1.0185428	0.9936043	1.0128279	0.99928224
Missouri	Beta	0.9675677	1.0478859	0.89236504	1.019488	0.91748315	0.995626	0.9418068
Missouri	Delta	1.2528216	1.2630792	1.2428683	1.2589406	1.2465868	1.2562822	1.2494752
Missouri	Epsilon	0.96030724	0.9944612	0.9265974	0.98201066	0.9370523	0.97208416	0.9466167
Missouri	Gamma	1.0117893	1.0527079	0.96902114	1.0388957	0.98593557	1.0255032	0.99888647
Missouri	Iota	1.0043099	1.0408081	0.9655011	1.0276109	0.97903067	1.01628	0.9914729
Missouri	Mu	1.0864215	1.1490604	1.0277706	1.1279212	1.0462334	1.1077553	1.0652058
Missouri	Omicron	2.767935	3.2233214	2.3668635	3.053625	2.5099525	2.902166	2.6271114
Nevada	Alpha	1.1890649	1.2074146	1.1706988	1.2006308	1.1776093	1.1953486	1.1823957
Nevada	Beta	1.0737524	1.1451949	1.0076157	1.1213095	1.0296932	1.0986606	1.0524077
Nevada	Delta	1.5280195	1.5378658	1.5184714	1.5346973	1.5215609	1.5315721	1.5246909
Nevada	Epsilon	0.95222855	0.9740997	0.93063396	0.9659976	0.9381098	0.95979226	0.94447654
Nevada	Gamma	1.2431552	1.2751285	1.2116201	1.2648028	1.2225007	1.2550752	1.2322553
Nevada	Iota	1.1448963	1.1839981	1.1063695	1.1710038	1.1185803	1.1597276	1.1306263
Nevada	Mu	1.2330158	1.2846316	1.1768892	1.2687118	1.1990081	1.2522604	1.2146696
Nevada	Omicron	4.343887	4.749868	3.952048	4.621632	4.089968	4.4758387	4.2146807
New Jersey	Alpha	1.1044445	1.114847	1.0942153	1.1116542	1.0977639	1.1082902	1.100694
New Jersey	Beta	1.0146806	1.1043811	0.92796415	1.0727175	0.95903957	1.0433073	0.9832218
New Jersey	Delta	1.5173786	1.5246388	1.5091665	1.5224328	1.5126584	1.5199554	1.5149814
New Jersey	Epsilon	0.9578253	0.988634	0.92859507	0.9777586	0.93933016	0.96910965	0.94718975
New Jersey	Gamma	1.1976713	1.2163424	1.1769097	1.2109805	1.1830869	1.2046374	1.1897806
New Jersey	Iota	1.0454531	1.057632	1.0340115	1.0530567	1.037218	1.049486	1.0409639
New Jersey	Mu	1.2970554	1.3178318	1.2762786	1.3115426	1.283773	1.3040664	1.2899764
New Jersey	Omicron	4.1473703	4.4106936	3.8891351	4.309587	3.970548	4.230522	4.057183
New Mexico	Alpha	1.1023397	1.1164478	1.0896728	1.1113014	1.0940998	1.1070569	1.0977502
New Mexico	Beta	0.9667145	1.1035211	0.84885496	1.0563278	0.8853155	1.0181525	0.9194559
New Mexico	Delta	1.3663023	1.3752759	1.3576047	1.3722187	1.3604503	1.369493	1.3635879
New Mexico	Epsilon	0.9704288	0.99363106	0.951039	0.9846684	0.95792156	0.9775648	0.9638041
New Mexico	Gamma	1.1243045	1.1554866	1.0909786	1.1458936	1.1035833	1.1359403	1.1132666
New Mexico	Iota	1.1004133	1.1358926	1.0657575	1.1225656	1.0779802	1.1130272	1.0884502
New Mexico	Mu	1.1538596	1.2179397	1.0934105	1.1980373	1.1149503	1.1785252	1.1319848
New Mexico	Omicron	3.1496258	3.8497286	2.5501235	3.6103797	2.7203038	3.3800056	2.9467106
New York	Alpha	1.0521443	1.0625068	1.0403402	1.0589856	1.0445784	1.0557755	1.0481145
New York	Beta	1.0352175	1.0740554	0.9926419	1.0601449	1.0081242	1.0487683	1.0206826
New York	Delta	1.3087502	1.3137807	1.3039536	1.3122363	1.3055491	1.3106236	1.3069813
New York	Epsilon	0.9555943	0.9825112	0.93167365	0.9723404	0.939859	0.96475947	0.9470413
New York	Gamma	1.0786135	1.099506	1.0571588	1.0925504	1.0637434	1.0856578	1.0710481
New York	Iota	1.0018585	1.0136671	0.9899934	1.0097027	0.99316096	1.0064268	0.99737334
New York	Mu	1.15112	1.1784344	1.1269512	1.1691805	1.1343125	1.1610698	1.1429126
New York	Omicron	2.6176248	2.8246615	2.4345052	2.746307	2.4947064	2.6799068	2.553628
North Carolina	Alpha	1.0864677	1.0966539	1.0760552	1.0929682	1.0794966	1.0899442	1.0826584
North Carolina	Beta	1.0014749	1.0271075	0.972433	1.0178021	0.98267984	1.0111918	0.99149925
North Carolina	Delta	1.3315585	1.3360702	1.3269818	1.334518	1.3285235	1.3330641	1.3299441
North Carolina	Epsilon	0.94756097	0.9728751	0.92328465	0.963917	0.9320055	0.95599747	0.93903965
North Carolina	Gamma	1.1078918	1.1290796	1.0854934	1.1217996	1.0922681	1.114877	1.0998684
North Carolina	Iota	1.0731909	1.0870883	1.060821	1.0825382	1.0644925	1.0777946	1.068838
North Carolina	Mu	1.1724331	1.2092755	1.1387969	1.196268	1.1504757	1.1850111	1.161425
North Carolina	Omicron	3.0065243	3.3231757	2.714636	3.2125607	2.8182034	3.1103518	2.9033809
Ohio	Alpha	1.0368348	1.0483812	1.0253876	1.0447359	1.0289567	1.0410466	1.0327215
Ohio	Beta	0.92984915	0.99255604	0.8683886	0.96867716	0.886693	0.94979805	0.9093535
Ohio	Delta	1.2535574	1.2591444	1.2481495	1.2572981	1.2498828	1.2554239	1.2515428
Ohio	Epsilon	0.95437574	0.97905296	0.9284457	0.9711283	0.93803287	0.96360934	0.9457485
Ohio	Gamma	1.0395241	1.060789	1.0200057	1.053209	1.0261286	1.0464234	1.0327917
Ohio	Iota	1.0208993	1.0477175	0.99529886	1.0382036	1.0051531	1.029778	1.0129673
Ohio	Mu	1.1154147	1.1566485	1.0753337	1.1424464	1.0895095	1.1300681	1.1010104
Ohio	Omicron	2.528797	2.7575507	2.3191035	2.685897	2.3904648	2.6049807	2.457241
Oklahoma	Alpha	1.4327142	1.4490612	1.4154569	1.4437894	1.4212298	1.438538	1.4267046
Oklahoma	Beta	1.1807607	1.3417057	1.0475565	1.2918234	1.0900785	1.2382191	1.1316133
Oklahoma	Delta	0.115092635	0.44416103	0.029812606	0.28735766	0.049414206	0.19290823	0.07170962
Oklahoma	Epsilon	1.1905425	1.2670833	1.1182982	1.2425437	1.1445897	1.2166109	1.1659721
Oklahoma	Gamma	1.46926	1.4981836	1.4400178	1.4891621	1.4488881	1.4797583	1.4594979
Oklahoma	Iota	1.2857614	1.3738968	1.2068133	1.338404	1.2310922	1.3133328	1.2558463
Oklahoma	Mu	1.5051308	1.5330405	1.4749638	1.5231398	1.4858289	1.5149956	1.4952319
Oklahoma	Omicron	4.761942	5.2545295	4.2932434	5.083704	4.4700527	4.9451585	4.6011014
Oregon	Alpha	1.3291328	1.3553672	1.3054422	1.3456006	1.3141617	1.3374947	1.3210417
Oregon	Beta	1.1661143	1.2279767	1.1037886	1.2088652	1.122589	1.1876197	1.1442809
Oregon	Delta	1.7826842	1.8003765	1.7647376	1.7952563	1.7715918	1.7895341	1.7768155
Oregon	Epsilon	1.1090759	1.1376748	1.0811783	1.1277825	1.089432	1.1203718	1.0989041
Oregon	Gamma	1.3410932	1.3711115	1.3084433	1.3624941	1.3202848	1.3530524	1.3301884
Oregon	Iota	1.2206169	1.2759907	1.1707685	1.255092	1.1856141	1.2393162	1.2023228
Oregon	Mu	1.5143383	1.582259	1.4514447	1.5611356	1.4697967	1.5377196	1.4916475
Oregon	Omicron	4.8803606	5.4579663	4.328234	5.2662168	4.510691	5.083993	4.6788726
Pennsylvania	Alpha	1.0689628	1.0797819	1.0583136	1.0757979	1.061698	1.0727363	1.0653443
Pennsylvania	Beta	1.0106032	1.0529438	0.96639556	1.0370592	0.98237103	1.0250214	0.99523395
Pennsylvania	Delta	1.3288423	1.3340149	1.3237869	1.3322028	1.3254237	1.3305845	1.3270181
Pennsylvania	Epsilon	0.96546745	0.99306333	0.9412612	0.9831777	0.94938385	0.97539085	0.9567869
Pennsylvania	Gamma	1.0765175	1.0991404	1.053543	1.091967	1.0599567	1.0843251	1.0679858
Pennsylvania	Iota	1.0462239	1.0603417	1.0326736	1.0552566	1.0367662	1.0510538	1.0408978
Pennsylvania	Mu	1.1139314	1.143522	1.0860492	1.133817	1.0957053	1.124827	1.105124
Pennsylvania	Omicron	2.8002498	3.0550086	2.5764635	2.9636142	2.6487386	2.882712	2.7206817
Rhode Island	Alpha	1.1811204	1.2004119	1.1626339	1.193595	1.1686629	1.1878924	1.1744981
Rhode Island	Beta	0.7337074	1.073869	0.5133703	0.9520139	0.5714223	0.83094144	0.6404952
Rhode Island	Delta	1.6426046	1.6494913	1.6358749	1.647237	1.6381836	1.6450694	1.6400697
Rhode Island	Epsilon	1.0067973	1.0422882	0.9732885	1.0292904	0.9844204	1.0187496	0.9943276
Rhode Island	Gamma	1.2520249	1.2810223	1.2206063	1.2703042	1.2315905	1.2618394	1.2407639
Rhode Island	Iota	1.143254	1.1650367	1.1236675	1.15736	1.1297884	1.1501794	1.1364149
Rhode Island	Mu	1.2663407	1.3588655	1.1874958	1.3253641	1.2163361	1.2993968	1.2416087
Rhode Island	Omicron	3.7626379	4.146698	3.425084	4.0091767	3.5368474	3.8883424	3.639478
South Carolina	Alpha	1.1212599	1.1363612	1.1062763	1.1307839	1.111027	1.1257253	1.1161395
South Carolina	Beta	1.0324531	1.060151	1.0025171	1.050971	1.0134751	1.0430177	1.0229996
South Carolina	Delta	1.4168056	1.4221138	1.4109701	1.420368	1.4132789	1.4185992	1.414861
South Carolina	Epsilon	0.9884287	1.0184882	0.9604989	1.0080069	0.9688968	0.99849004	0.97839963
South Carolina	Gamma	1.1073599	1.1455982	1.067491	1.1320863	1.0795695	1.1195424	1.0922363
South Carolina	Iota	1.111979	1.1395869	1.0897167	1.1302098	1.0960667	1.1210071	1.1040992
South Carolina	Mu	1.0572186	1.1906214	0.9438385	1.1427109	0.9814785	1.1034566	1.0185807
South Carolina	Omicron	3.9136584	4.2737274	3.5871258	4.1442738	3.7031498	4.0326242	3.8000822
Tennessee	Alpha	0.98787737	0.99913216	0.97666025	0.9955839	0.98078525	0.9919433	0.98436254
Tennessee	Beta	0.96365404	1.0179709	0.9054691	0.9989199	0.9264223	0.98248434	0.9436839
Tennessee	Delta	1.1731609	1.1789107	1.1667887	1.1772957	1.1687522	1.1753349	1.1708217
Tennessee	Epsilon	0.9001045	0.93143547	0.871332	0.92037123	0.8809294	0.9108658	0.88943857
Tennessee	Gamma	1.000474	1.022327	0.97832674	1.0155406	0.9853565	1.0083742	0.9922273
Tennessee	Iota	0.9540279	0.9841748	0.9275177	0.97378314	0.9361605	0.9644972	0.9450898
Tennessee	Mu	1.0253967	1.0774338	0.98162514	1.0598848	0.99583906	1.0442048	1.0109093
Tennessee	Omicron	2.2506375	2.5803463	1.9690688	2.460148	2.0553267	2.3554153	2.146122
Texas	Alpha	1.0307333	1.0385451	1.0226991	1.035869	1.0252931	1.0335524	1.0276852
Texas	Beta	0.998725	1.0438305	0.9528522	1.0277915	0.968604	1.0135479	0.981639
Texas	Delta	1.2484694	1.2573929	1.2391628	1.2546282	1.2424957	1.2517954	1.2452098
Texas	Epsilon	0.93227434	0.9509366	0.9152049	0.94351834	0.92047	0.938427	0.9260673
Texas	Gamma	1.081747	1.0963883	1.0676849	1.091536	1.0730792	1.0869241	1.0766981
Texas	Iota	1.0156729	1.0343208	0.9986409	1.0280546	1.0041932	1.0223643	1.0098169
Texas	Mu	1.1042278	1.1249304	1.0857797	1.117717	1.0914589	1.1112745	1.0982924
Texas	Omicron	2.4026108	2.5279922	2.2875662	2.486092	2.3225942	2.4430947	2.3589807
Utah	Alpha	1.0703918	1.0882562	1.0549624	1.0819052	1.0600562	1.0764103	1.064683
Utah	Beta	0.9604207	1.0613067	0.86270154	1.0260683	0.8914855	0.99434966	0.9230383
Utah	Delta	1.3940574	1.4016852	1.3866608	1.398981	1.3891947	1.3966148	1.3915892
Utah	Epsilon	0.9924508	1.0143824	0.9709184	1.0065358	0.97866493	0.99989414	0.9853551
Utah	Gamma	1.1426758	1.1823423	1.1029861	1.1685793	1.1172386	1.157037	1.1295608
Utah	Iota	1.0619771	1.1051013	1.0187367	1.089744	1.0317868	1.0769281	1.0458479
Utah	Mu	1.1736586	1.2144376	1.1322917	1.2004373	1.1445072	1.1871645	1.1587914
Utah	Omicron	3.5813198	4.224562	3.0680423	3.976823	3.2265935	3.79885	3.3940299
Vermont	Alpha	1.5835359	1.6251067	1.5457408	1.608163	1.5590847	1.596693	1.569629
Vermont	Delta	2.2116022	2.225557	2.1966798	2.2208447	2.2019486	2.2164416	2.2067084
Vermont	Epsilon	1.1547117	1.2187524	1.0839446	1.1987622	1.1070912	1.179697	1.1284139
Vermont	Gamma	1.6421798	1.7885439	1.5117477	1.7373233	1.5549841	1.6953094	1.590962
Vermont	Iota	1.4224732	1.4779472	1.3717867	1.4582105	1.3913542	1.4416187	1.4059339
Vermont	Mu	0.31745136	0.94512105	0.089980215	0.63049006	0.14122452	0.4434875	0.21380517
Vermont	Omicron	5.582831	6.119657	5.0377727	5.939649	5.2422743	5.7665095	5.3992605
Virginia	Alpha	1.1548492	1.1689423	1.1406978	1.1642615	1.1456592	1.1599176	1.1496441
Virginia	Beta	1.0270464	1.0657532	0.9872247	1.0550461	0.99919736	1.0428505	1.0126882
Virginia	Delta	1.4996448	1.5093637	1.4910797	1.5057817	1.4942211	1.5029372	1.4966722
Virginia	Epsilon	0.9582349	0.9918873	0.92379487	0.980477	0.9361262	0.969418	0.9462611
Virginia	Gamma	1.2000254	1.2345349	1.1645254	1.2230588	1.1760682	1.2117499	1.1864278
Virginia	Iota	1.128489	1.1561583	1.1036553	1.1443377	1.1120427	1.1369368	1.119777
Virginia	Mu	1.2799412	1.3274722	1.2299423	1.3115108	1.2495459	1.2968466	1.2636
Virginia	Omicron	3.2274218	3.5289335	2.929107	3.4313226	3.0228574	3.3369145	3.1241798
Washington	Alpha	1.3798499	1.4065988	1.352531	1.3973509	1.3623579	1.3884745	1.3703982
Washington	Beta	1.1742282	1.2547843	1.1015009	1.2243415	1.1250062	1.1995407	1.1458468
Washington	Delta	1.9019594	1.9274658	1.8754761	1.9182812	1.8855662	1.9105916	1.8930929
Washington	Epsilon	1.1429664	1.1696758	1.1157871	1.16062	1.1248504	1.1522524	1.1328565
Washington	Gamma	1.4454494	1.5041947	1.3897754	1.4855279	1.4091241	1.4662467	1.4259968
Washington	Iota	1.1993499	1.2739127	1.131246	1.2446173	1.1507907	1.2241455	1.1738217
Washington	Mu	1.6152313	1.6843524	1.5535864	1.6614333	1.5710506	1.6399167	1.5908273
Washington	Omicron	5.15685	5.67456	4.6597295	5.466415	4.8301525	5.3117986	4.9973803
West Virginia	Alpha	1.1250056	1.138823	1.1111177	1.1348428	1.1157708	1.130028	1.1197747
West Virginia	Beta	0.8079581	1.0024508	0.6417383	0.9280673	0.6887873	0.86928904	0.74552
West Virginia	Delta	1.489324	1.4958657	1.4829692	1.4936732	1.4849857	1.491518	1.4869854
West Virginia	Epsilon	0.9784456	1.0031515	0.9539856	0.9941083	0.9624533	0.9871989	0.97052133
West Virginia	Gamma	1.2363398	1.2842872	1.1928666	1.2672873	1.2061149	1.2533891	1.2204994
West Virginia	Iota	1.1225535	1.1522447	1.0959411	1.1416187	1.106067	1.132588	1.1138339
West Virginia	Mu	1.3547134	1.4235406	1.2857192	1.3983233	1.3129704	1.3767463	1.3298155
West Virginia	Omicron	3.3614652	3.947362	2.8659544	3.7222402	3.0507593	3.5389516	3.1824858
