location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Illinois	Beta	1.0506094	1.0822339	1.0199265	1.0709263	1.030624	1.0612782	1.0403793
Illinois	Delta	1.3855245	1.3945544	1.3763459	1.3914664	1.3795842	1.3887082	1.3824646
Illinois	Epsilon	0.9386762	0.9510813	0.92660797	0.9469084	0.93071866	0.9431348	0.93437743
Illinois	Gamma	1.0715637	1.0795208	1.0634254	1.0768467	1.0663811	1.0743376	1.0687519
Illinois	Iota	1.0429535	1.060338	1.0259882	1.0541985	1.0320656	1.0489459	1.0374337
Illinois	Mu	1.2094908	1.236553	1.1832497	1.2270068	1.1927639	1.218559	1.2007253
Illinois	Omicron	2.439093	2.4540002	2.423832	2.4487736	2.4296288	2.4440331	2.4340923
Indiana	Alpha	1.2010357	1.2129576	1.1894503	1.2088015	1.1933181	1.2051238	1.1968333
Indiana	Beta	1.128737	1.2030193	1.058535	1.1762446	1.082896	1.1534569	1.1048484
Indiana	Delta	1.6419013	1.6617255	1.6215193	1.6551863	1.6288735	1.6486999	1.6349937
Indiana	Epsilon	0.9770926	0.99568367	0.95881987	0.98969287	0.96493125	0.9838589	0.97062784
Indiana	Gamma	1.253015	1.2718836	1.234258	1.265297	1.2410108	1.2595097	1.246472
Indiana	Iota	1.1674805	1.1962254	1.1400172	1.1859343	1.1497221	1.1771696	1.158569
Indiana	Mu	1.354969	1.4083174	1.3039297	1.3895425	1.3224095	1.3727978	1.338003
Indiana	Omicron	2.6264572	2.6589653	2.5928564	2.6476777	2.6051302	2.6372275	2.6149607
Kentucky	Alpha	1.1437745	1.1590545	1.1285557	1.1537668	1.1337067	1.1490476	1.1382899
Kentucky	Beta	0.9093194	1.0710083	0.7736169	1.0097135	0.8173814	0.9625174	0.86237204
Kentucky	Delta	1.5799218	1.6083931	1.55139	1.5990081	1.5617104	1.5897717	1.5702257
Kentucky	Epsilon	0.97075725	1.0093963	0.9334841	0.9961174	0.94609684	0.9846064	0.9576823
Kentucky	Gamma	1.1844964	1.2152109	1.1548868	1.2042222	1.1654577	1.1948864	1.1740897
Kentucky	Iota	1.1031096	1.1356078	1.0721555	1.1243395	1.0830171	1.1144712	1.0933216
Kentucky	Mu	1.2843337	1.3438697	1.2282479	1.3229921	1.2478167	1.3040226	1.2651796
Kentucky	Omicron	2.2550912	2.3032947	2.204045	2.2869804	2.2226467	2.2714322	2.2375824
Maryland	Alpha	1.162519	1.1716609	1.1536897	1.1683643	1.1565793	1.1656078	1.1593006
Maryland	Beta	1.0758986	1.1061305	1.0462893	1.0953698	1.0566794	1.0862315	1.0658972
Maryland	Delta	1.6092219	1.6250927	1.5935346	1.6195318	1.5992748	1.6147014	1.603939
Maryland	Epsilon	0.97969186	1.0064589	0.953458	0.9972035	0.96272635	0.9892836	0.97063565
Maryland	Gamma	1.2873952	1.3120703	1.2638826	1.3030987	1.272057	1.2956898	1.2791129
Maryland	Iota	1.1510773	1.1652883	1.1371444	1.1606336	1.1418087	1.1560216	1.1464354
Maryland	Mu	1.33425	1.3754097	1.2945906	1.3610914	1.3090138	1.3480088	1.3209028
Maryland	Omicron	2.6689377	2.6914191	2.6458786	2.6834705	2.6546774	2.6763453	2.6615257
Massachusetts	Alpha	1.1522907	1.1581504	1.1467689	1.1560606	1.1485355	1.1543013	1.1502672
Massachusetts	Beta	1.0671442	1.1203758	1.0164568	1.100911	1.0340617	1.0846226	1.0496079
Massachusetts	Delta	1.5963757	1.6031418	1.5894206	1.6008611	1.591943	1.5986807	1.5939767
Massachusetts	Epsilon	1.0245026	1.0410445	1.0082741	1.0355906	1.0136063	1.0304592	1.0187165
Massachusetts	Gamma	1.1982219	1.2063022	1.1904752	1.2034179	1.193142	1.2009075	1.1954643
Massachusetts	Iota	1.1376747	1.1452143	1.1300174	1.1427598	1.1325741	1.1403136	1.1351036
Massachusetts	Mu	1.3347816	1.3563902	1.3132079	1.3488562	1.3212136	1.3421721	1.3277721
Massachusetts	Omicron	3.0471451	3.0562522	3.0384312	3.05325	3.0413477	3.0503764	3.0441687
Michigan	Alpha	1.1171772	1.1236829	1.1106663	1.1215097	1.1128875	1.1195031	1.1147983
Michigan	Beta	1.1203926	1.1611403	1.0808849	1.1467988	1.0947078	1.1339364	1.106946
Michigan	Delta	1.5224631	1.5340877	1.5103266	1.5302684	1.5147465	1.5265352	1.5183369
Michigan	Epsilon	0.9837982	0.99886024	0.9690298	0.99392384	0.97400135	0.9891735	0.9784354
Michigan	Gamma	1.1848332	1.2013794	1.1685405	1.1956178	1.1742687	1.1904868	1.17923
Michigan	Iota	1.1470896	1.1613097	1.1333653	1.1562909	1.1380599	1.1519134	1.1426156
Michigan	Mu	1.3048635	1.3474784	1.2634658	1.3324171	1.2785972	1.3190134	1.2911364
Michigan	Omicron	2.6700773	2.6909564	2.6486523	2.6834314	2.6564188	2.6769137	2.6627703
Minnesota	Alpha	1.1803377	1.1867332	1.1740313	1.1845615	1.17616	1.1825718	1.1780573
Minnesota	Beta	1.1502018	1.1787062	1.1225358	1.1687158	1.1320177	1.1598647	1.1409131
Minnesota	Delta	1.7629871	1.773812	1.7522459	1.7700136	1.7561435	1.7667006	1.7593696
Minnesota	Epsilon	1.070298	1.0801243	1.0609133	1.0768694	1.0640152	1.0737898	1.0669899
Minnesota	Gamma	1.3262606	1.3400116	1.3125434	1.3350087	1.3174698	1.3308747	1.321489
Minnesota	Iota	1.2398198	1.2525985	1.2274394	1.248201	1.231724	1.244201	1.2357283
Minnesota	Mu	1.4046328	1.435153	1.3748993	1.4247193	1.3856685	1.4149325	1.3946203
Minnesota	Omicron	3.2684345	3.2845857	3.2519908	3.2788014	3.258097	3.2737947	3.2630074
Missouri	Alpha	1.139473	1.1525056	1.1269473	1.1479429	1.1309677	1.1440116	1.1349475
Missouri	Beta	1.120595	1.190137	1.0543056	1.1650985	1.0768384	1.1437594	1.0978366
Missouri	Delta	1.5299715	1.5499352	1.5103166	1.5429235	1.5175475	1.5367827	1.5232521
Missouri	Epsilon	0.97897744	1.0088663	0.94940686	0.99867946	0.9595975	0.98966575	0.9686288
Missouri	Gamma	1.1730815	1.2038524	1.1446397	1.192659	1.1541861	1.1834517	1.1629839
Missouri	Iota	1.0993068	1.1322024	1.067554	1.1205617	1.0789921	1.1105851	1.0889926
Missouri	Mu	1.2676514	1.3307111	1.2086507	1.3074518	1.229977	1.2882916	1.2476683
Missouri	Omicron	2.3499513	2.3779006	2.321758	2.3677423	2.3324063	2.3590252	2.3406963
Nevada	Alpha	1.1235148	1.1359955	1.1115848	1.1316825	1.1154729	1.1277483	1.1192318
Nevada	Beta	1.0512855	1.1055645	0.99859935	1.0863068	1.0167533	1.0695684	1.0334876
Nevada	Delta	1.5763817	1.5947373	1.5585613	1.5884612	1.5649363	1.5826904	1.5700886
Nevada	Epsilon	0.9225036	0.9371349	0.9079509	0.93231	0.9130713	0.9277756	0.917598
Nevada	Gamma	1.197782	1.2242949	1.1719594	1.2148448	1.1814977	1.2067378	1.1890098
Nevada	Iota	1.0945411	1.1206255	1.0692362	1.1116391	1.0782392	1.1034985	1.086144
Nevada	Mu	1.2646184	1.2988563	1.2311317	1.2869027	1.2430073	1.2765024	1.2529612
Nevada	Omicron	2.5666995	2.5942338	2.5389597	2.5844235	2.5492449	2.5758333	2.557561
New Jersey	Alpha	1.0864155	1.0935719	1.079443	1.091092	1.0818012	1.0889256	1.0839062
New Jersey	Beta	1.0456927	1.1296982	0.96706295	1.0990543	0.99467635	1.0730455	1.0185843
New Jersey	Delta	1.4714994	1.4819101	1.461133	1.4783361	1.464964	1.4751786	1.4680068
New Jersey	Epsilon	0.9294516	0.9550992	0.9050875	0.9463469	0.91329896	0.9385112	0.92075205
New Jersey	Gamma	1.1696143	1.1837031	1.1562016	1.17864	1.1607337	1.1744114	1.1648562
New Jersey	Iota	1.0372803	1.0447794	1.029677	1.0422323	1.0322071	1.039897	1.0346994
New Jersey	Mu	1.2535244	1.2705919	1.2367438	1.2644316	1.2424434	1.2590839	1.2476735
New Jersey	Omicron	2.685442	2.7009075	2.6697872	2.695671	2.6755402	2.6906488	2.6803384
New Mexico	Alpha	1.136611	1.1466129	1.1268135	1.14308	1.1299103	1.1399899	1.1329836
New Mexico	Beta	1.1525371	1.2324171	1.0777199	1.2034638	1.1033837	1.1790047	1.1267369
New Mexico	Delta	1.5732284	1.5920291	1.5548921	1.5855196	1.5616266	1.5797637	1.567009
New Mexico	Epsilon	0.9962255	1.0094838	0.98311156	1.005086	0.9877394	1.0009329	0.99172705
New Mexico	Gamma	1.2065252	1.2308418	1.1835344	1.2221621	1.1914608	1.2148223	1.1983824
New Mexico	Iota	1.1676545	1.1900748	1.1460133	1.1823262	1.1535698	1.1754551	1.1608082
New Mexico	Mu	1.260283	1.3034948	1.219402	1.2882329	1.2339864	1.2745758	1.246343
New Mexico	Omicron	2.4800565	2.5089996	2.450026	2.498935	2.4609346	2.489667	2.469768
New York	Alpha	1.1141149	1.1218121	1.1066961	1.1190674	1.1090282	1.1167247	1.1114069
New York	Beta	1.1292224	1.1629672	1.0962875	1.1508273	1.1078649	1.1407841	1.1180269
New York	Delta	1.4882869	1.4995784	1.4769232	1.495697	1.4810925	1.4922079	1.4844162
New York	Epsilon	0.987541	1.0057547	0.96970594	0.9997995	0.9756349	0.99407583	0.9811533
New York	Gamma	1.1825534	1.1976902	1.168094	1.1922201	1.1731061	1.1876314	1.1774
New York	Iota	1.0578828	1.0656387	1.050272	1.063121	1.0528046	1.0605845	1.0552782
New York	Mu	1.2663916	1.2858176	1.2476752	1.2788683	1.2540954	1.2727644	1.259985
New York	Omicron	2.613594	2.6298845	2.5969198	2.624271	2.60323	2.619094	2.608161
North Carolina	Alpha	1.217594	1.2259701	1.2095197	1.2230496	1.2120651	1.2204442	1.2146205
North Carolina	Beta	1.0976368	1.1195786	1.0761526	1.1117207	1.0835803	1.1051307	1.0903234
North Carolina	Delta	1.7843049	1.7980272	1.7710551	1.7931936	1.7760795	1.7890012	1.7797096
North Carolina	Epsilon	1.0141621	1.0296361	0.99881953	1.024525	1.0041255	1.0197661	1.0087775
North Carolina	Gamma	1.298883	1.3181921	1.2802188	1.3112009	1.2867432	1.3053074	1.2923203
North Carolina	Iota	1.194978	1.2044419	1.1855878	1.2014158	1.1886791	1.1983321	1.1918126
North Carolina	Mu	1.4397895	1.4780338	1.4024208	1.4642646	1.4159918	1.4527074	1.4271066
North Carolina	Omicron	2.9822674	3.0019162	2.9621298	2.9949656	2.9698305	2.988786	2.9756713
Ohio	Alpha	1.1102335	1.1185205	1.1021838	1.1155696	1.1048608	1.1130636	1.1073282
Ohio	Beta	1.0680045	1.1075513	1.0298027	1.0934536	1.0428993	1.0812842	1.0550075
Ohio	Delta	1.4841135	1.496673	1.4716047	1.4923339	1.4759907	1.4884648	1.4798671
Ohio	Epsilon	0.98118395	1.0025307	0.9603156	0.9954634	0.9673362	0.9888836	0.97373545
Ohio	Gamma	1.1502664	1.1648059	1.1359437	1.1597154	1.1411186	1.1552545	1.1453265
Ohio	Iota	1.1089801	1.1286446	1.0898762	1.1218758	1.096652	1.1158332	1.1028701
Ohio	Mu	1.2373942	1.2740932	1.2026922	1.2612263	1.2149798	1.2498055	1.2255763
Ohio	Omicron	2.5316992	2.549823	2.5131426	2.5433714	2.520248	2.537742	2.5257401
Oklahoma	Alpha	1.059772	1.0741253	1.0458535	1.0690442	1.0505418	1.0646172	1.0547408
Oklahoma	Beta	1.0031493	1.0713712	0.938821	1.0463083	0.9607808	1.0259062	0.9813267
Oklahoma	Delta	1.376013	1.3976564	1.355444	1.3900651	1.3627648	1.3834238	1.3687539
Oklahoma	Epsilon	0.96003544	1.0051664	0.91529	0.9907464	0.9312666	0.97644997	0.94437593
Oklahoma	Gamma	1.1000044	1.1386067	1.0652703	1.124505	1.0768269	1.1127954	1.0875216
Oklahoma	Iota	1.0521989	1.0904033	1.0156603	1.0769721	1.0284065	1.0651797	1.0397203
Oklahoma	Mu	1.1340486	1.1959804	1.0761032	1.1737959	1.0972055	1.1548799	1.1147214
Oklahoma	Omicron	2.0876567	2.117602	2.0571647	2.1069527	2.0687742	2.0975704	2.0776904
Oregon	Alpha	1.118341	1.1328464	1.1042938	1.1276885	1.10896	1.123173	1.1132214
Oregon	Beta	1.0480957	1.0827699	1.0145984	1.0703659	1.026237	1.0597601	1.0366127
Oregon	Delta	1.6164476	1.6388918	1.5945977	1.6310908	1.6025431	1.6240752	1.6089246
Oregon	Epsilon	0.9737891	0.9891647	0.95914274	0.9840222	0.9640862	0.9791487	0.9686173
Oregon	Gamma	1.1482949	1.1675583	1.1292259	1.1608357	1.135879	1.1549978	1.1415681
Oregon	Iota	1.089758	1.1137383	1.0663205	1.1054932	1.0744818	1.0980718	1.08199
Oregon	Mu	1.3006577	1.3592777	1.2450299	1.3382971	1.2648379	1.3204492	1.2819289
Oregon	Omicron	2.571711	2.6039581	2.5392082	2.5926592	2.5511	2.5825138	2.5609872
Pennsylvania	Alpha	1.249785	1.2580382	1.2417532	1.2551779	1.2444805	1.2527369	1.2468865
Pennsylvania	Beta	1.1816385	1.2251256	1.1397121	1.209835	1.1544591	1.1961308	1.1676192
Pennsylvania	Delta	1.7396321	1.7541354	1.7249444	1.749268	1.7302411	1.7447312	1.7346367
Pennsylvania	Epsilon	1.0210329	1.0399463	1.0028045	1.0335532	1.0089755	1.0278597	1.014547
Pennsylvania	Gamma	1.3189979	1.3378944	1.3006804	1.3312526	1.3068994	1.3254354	1.3125355
Pennsylvania	Iota	1.1948168	1.2044822	1.1852758	1.201159	1.1885339	1.1981409	1.1916262
Pennsylvania	Mu	1.390559	1.4164917	1.3657297	1.4072938	1.3741294	1.3991448	1.3818538
Pennsylvania	Omicron	2.9578867	2.9797096	2.9354885	2.972044	2.9437418	2.9652872	2.950449
Rhode Island	Alpha	1.2065358	1.2232288	1.190331	1.2174178	1.1957213	1.2124344	1.2006494
Rhode Island	Beta	1.2215213	1.3428411	1.1101766	1.2985059	1.1489722	1.2617342	1.1834735
Rhode Island	Delta	1.7093065	1.7378888	1.6811166	1.7280759	1.6911526	1.7192163	1.6995884
Rhode Island	Epsilon	1.008714	1.0367016	0.98123324	1.0273025	0.99027544	1.0186958	0.99885315
Rhode Island	Gamma	1.2770731	1.3010657	1.2529557	1.2927735	1.2617589	1.2852839	1.2686055
Rhode Island	Iota	1.1619916	1.1781783	1.1461406	1.1724828	1.1514409	1.167711	1.1565049
Rhode Island	Mu	1.3977983	1.4528804	1.3444661	1.4334036	1.3631907	1.4161432	1.3795072
Rhode Island	Omicron	2.583314	2.6200557	2.5456393	2.6074324	2.5593383	2.595879	2.57072
South Carolina	Alpha	1.1920667	1.2057331	1.1789402	1.2008677	1.1831715	1.196588	1.1872665
South Carolina	Beta	1.0756922	1.1006229	1.0518284	1.0917661	1.0597135	1.0841954	1.0673181
South Carolina	Delta	1.6956007	1.7173105	1.6744034	1.7097661	1.6823595	1.7030619	1.6883484
South Carolina	Epsilon	1.0194348	1.0419667	0.9973129	1.0344007	1.0050194	1.0275624	1.011661
South Carolina	Gamma	1.2048419	1.2328625	1.1788194	1.2229562	1.1874574	1.2144283	1.1955625
South Carolina	Iota	1.1788026	1.1985193	1.1591127	1.192093	1.1656045	1.1857193	1.1720031
South Carolina	Mu	1.3591045	1.4243664	1.2972007	1.4007505	1.3202881	1.3807423	1.3383985
South Carolina	Omicron	2.7074177	2.7368476	2.6779263	2.7263832	2.6889288	2.7171445	2.6976466
Tennessee	Alpha	1.0570564	1.0641874	1.0500509	1.0617007	1.0523629	1.0595102	1.0545154
Tennessee	Beta	1.0696685	1.1164069	1.0249708	1.0994227	1.0401402	1.085309	1.0544859
Tennessee	Delta	1.4138694	1.4263872	1.40127	1.422104	1.4058722	1.4182138	1.4095997
Tennessee	Epsilon	0.94965696	0.9721399	0.92759174	0.9645385	0.93516266	0.9576149	0.9419233
Tennessee	Gamma	1.1045656	1.121988	1.0882285	1.115774	1.0936329	1.1104777	1.0987097
Tennessee	Iota	1.0450217	1.0673078	1.0229733	1.0595276	1.0310937	1.0525947	1.0381024
Tennessee	Mu	1.2100176	1.2485569	1.1731449	1.2346871	1.1863636	1.2227523	1.1974574
Tennessee	Omicron	2.3773437	2.4012165	2.3524745	2.3930442	2.361587	2.3853269	2.3689182
Texas	Alpha	1.0544591	1.058056	1.0509157	1.0568014	1.0520546	1.0556904	1.0531712
Texas	Beta	1.0570154	1.0930221	1.022042	1.080057	1.0342475	1.0691193	1.0451585
Texas	Delta	1.4389584	1.4455532	1.4324105	1.4432857	1.4347847	1.4412303	1.4366848
Texas	Epsilon	0.93467605	0.94426894	0.92512304	0.9410833	0.928385	0.9381023	0.93133956
Texas	Gamma	1.1230195	1.1305977	1.115674	1.1278725	1.1181983	1.125562	1.1204329
Texas	Iota	1.0553511	1.06665	1.0442561	1.0626429	1.0482692	1.0592451	1.051867
Texas	Mu	1.1812844	1.1952356	1.167793	1.1903654	1.1725999	1.1859841	1.1766453
Texas	Omicron	2.7891195	2.803132	2.7743537	2.7983425	2.7796607	2.7938604	2.7840538
Utah	Alpha	1.1200962	1.1343361	1.1061645	1.1294124	1.1105366	1.1249621	1.1150365
Utah	Beta	1.1143246	1.1672207	1.0634931	1.1482646	1.0806695	1.1323677	1.0970929
Utah	Delta	1.5693561	1.5948656	1.544472	1.5862536	1.5534836	1.5783476	1.5608263
Utah	Epsilon	0.9958799	1.0136406	0.9780399	1.0077276	0.98428804	1.0021476	0.98972785
Utah	Gamma	1.1872749	1.2214165	1.1551666	1.2089665	1.1666228	1.1986431	1.1760533
Utah	Iota	1.1022263	1.1404668	1.0656015	1.1268897	1.0789676	1.1152071	1.0905268
Utah	Mu	1.2599945	1.2929507	1.2283468	1.2814956	1.2388712	1.2711773	1.2483674
Utah	Omicron	2.3575172	2.40675	2.3055902	2.389707	2.3244715	2.3738632	2.3396037
Vermont	Alpha	1.1966982	1.2245921	1.1692122	1.2149411	1.179108	1.2061992	1.1875795
Vermont	Delta	1.7257376	1.7670913	1.6869136	1.7521006	1.7000922	1.7398651	1.7124902
Vermont	Epsilon	1.0210783	1.0749738	0.9720143	1.0559033	0.9881988	1.0385923	1.0039004
Vermont	Gamma	1.2077496	1.2792491	1.1406258	1.2527438	1.1628203	1.2309785	1.1841117
Vermont	Iota	1.1685985	1.2046486	1.1342614	1.1929225	1.1453984	1.1805353	1.1562707
Vermont	Mu	1.110405	1.262617	0.97617745	1.2074474	1.0174091	1.1615261	1.0617985
Vermont	Omicron	2.5396428	2.5876176	2.4935453	2.571317	2.5086398	2.5561466	2.5227766
Virginia	Alpha	1.2312686	1.2439513	1.219094	1.239494	1.2229985	1.235545	1.2268575
Virginia	Beta	1.1075373	1.142007	1.0742091	1.1296735	1.0856979	1.1191537	1.0960612
Virginia	Delta	1.7275372	1.7459908	1.7092115	1.7395297	1.7160163	1.7336658	1.7214043
Virginia	Epsilon	1.0036386	1.0274097	0.9803497	1.019268	0.98836935	1.0121076	0.99560446
Virginia	Gamma	1.3252182	1.3513733	1.2994119	1.3422611	1.3084627	1.333965	1.3160849
Virginia	Iota	1.2098465	1.229645	1.190564	1.2230195	1.1969651	1.2166111	1.2033638
Virginia	Mu	1.3801384	1.4256757	1.3357972	1.4098524	1.3522923	1.3955086	1.3653967
Virginia	Omicron	2.8276024	2.8507247	2.8045468	2.8427212	2.8129177	2.8354354	2.8199673
Washington	Alpha	1.1934575	1.2021327	1.1852055	1.199034	1.1878517	1.1963489	1.1904374
Washington	Beta	1.1196252	1.1512792	1.0886298	1.140192	1.0994042	1.1304116	1.1091584
Washington	Delta	1.8273296	1.8407745	1.8142085	1.8361953	1.8189062	1.8319107	1.8226341
Washington	Epsilon	1.0325167	1.0405139	1.0247425	1.037886	1.0275154	1.0354419	1.0298865
Washington	Gamma	1.2502573	1.2624868	1.2382063	1.258078	1.2425334	1.2545135	1.2460186
Washington	Iota	1.1836488	1.2049716	1.1630832	1.1976148	1.1700306	1.1909907	1.1768857
Washington	Mu	1.5239959	1.5583979	1.4904293	1.5460719	1.5024762	1.5357625	1.5126053
Washington	Omicron	3.1704247	3.1902409	3.1505446	3.1831675	3.1579056	3.1770008	3.1638114
West Virginia	Alpha	1.1703715	1.1804883	1.160399	1.1770728	1.1637919	1.1739831	1.166755
West Virginia	Beta	1.0451114	1.1502973	0.94975096	1.1115632	0.9815075	1.079562	1.0116367
West Virginia	Delta	1.7172251	1.7405534	1.6935616	1.732651	1.7021139	1.725136	1.7092053
West Virginia	Epsilon	0.9859461	1.0000118	0.97198415	0.9952136	0.9768376	0.99101794	0.9811249
West Virginia	Gamma	1.3177826	1.3577594	1.2800759	1.3432782	1.2931257	1.3309907	1.3047557
West Virginia	Iota	1.1940424	1.2142181	1.1746149	1.2071965	1.1813697	1.2008389	1.1877669
West Virginia	Mu	1.4378705	1.5015471	1.3774096	1.4783959	1.3986111	1.4589835	1.4171503
West Virginia	Omicron	2.610825	2.644993	2.575045	2.6329296	2.5880816	2.6222906	2.5984187
