location	variant	median_ga	ga_upper_95	ga_lower_95	ga_upper_80	ga_lower_80	ga_upper_50	ga_lower_50
Colorado	Omicron 21L	1.4520044	1.4801977	1.4249139	1.4698329	1.4344091	1.4614565	1.4429389
Colorado	Omicron 22A	2.1785715	2.3214924	2.0494518	2.2739687	2.0943317	2.230042	2.13272
Colorado	Omicron 22B	2.5014644	2.6848404	2.3196516	2.6218233	2.3822367	2.5639343	2.439437
Colorado	Omicron 22C	1.7873615	1.8346744	1.7399335	1.8176066	1.7570624	1.8030864	1.7714627
Colorado	other	1.1763968	1.2062799	1.147173	1.196142	1.1578403	1.1867363	1.1662402
Connecticut	Delta	0.35610324	0.38782883	0.32678917	0.3769011	0.33703792	0.36652187	0.3455666
Connecticut	Omicron 21L	1.4898949	1.5265296	1.4543656	1.5129747	1.4672779	1.502053	1.4778292
Connecticut	Omicron 22A	2.3302236	2.4701211	2.2045693	2.4212265	2.2437956	2.3786817	2.283646
Connecticut	Omicron 22B	2.708053	2.8555315	2.5609918	2.8027256	2.6134593	2.7574375	2.6582756
Connecticut	Omicron 22C	1.8191459	1.8717891	1.7670532	1.8532547	1.7854943	1.8363397	1.8011818
Connecticut	other	0.33569372	0.34853634	0.32348916	0.34413883	0.32784024	0.3401412	0.33147734
Florida	Delta	0.4696674	0.5104583	0.4329114	0.4958255	0.4467835	0.48376128	0.45731044
Florida	Omicron 21L	1.4061139	1.4315912	1.381525	1.4222444	1.3904358	1.4142861	1.3976353
Florida	Omicron 22A	0.13839592	0.4068379	0.050235156	0.27414167	0.071383014	0.20149036	0.09744665
Florida	Omicron 22B	2.2495918	2.325088	2.1723332	2.2986615	2.2011983	2.2762651	2.224863
Florida	Omicron 22C	1.6874976	1.7233312	1.6520334	1.7111156	1.6644894	1.6997341	1.6754179
Florida	other	1.3937025	1.4337629	1.3564432	1.4192504	1.3691872	1.4072447	1.3804405
Georgia	Delta	0.3227185	0.3558784	0.29206386	0.34404278	0.30199328	0.3338178	0.31160596
Georgia	Omicron 21L	1.53019	1.562033	1.4984986	1.5513748	1.5087271	1.541114	1.5187783
Georgia	Omicron 22A	2.3300753	2.4536538	2.2218862	2.4087749	2.2559366	2.369938	2.2919781
Georgia	Omicron 22B	2.6375847	2.7585025	2.52275	2.7181892	2.559977	2.6811624	2.5964499
Georgia	Omicron 22C	1.8516738	1.8990006	1.8022318	1.8842071	1.8210334	1.8687483	1.8353524
Georgia	other	1.4134668	1.455274	1.3721893	1.4408054	1.3861239	1.4284623	1.3990412
Illinois	Delta	0.4309328	0.4560586	0.40728167	0.44740734	0.4158617	0.439702	0.42303932
Illinois	Omicron 21L	1.4470083	1.4728967	1.4223135	1.4634037	1.4311016	1.4558008	1.4386388
Illinois	Omicron 22A	2.2198768	2.310867	2.1371355	2.2796252	2.1628664	2.251586	2.1890347
Illinois	Omicron 22B	2.3760705	2.4515028	2.2998626	2.4239254	2.327293	2.4017715	2.3501244
Illinois	Omicron 22C	1.7884582	1.8267658	1.7503542	1.8133371	1.7639594	1.8011571	1.775099
Illinois	other	1.1881843	1.2171305	1.1597695	1.2073919	1.1702904	1.1981912	1.1783936
Indiana	Delta	0.41042075	0.43753907	0.38477945	0.42741987	0.3933112	0.4195213	0.40136188
Indiana	Omicron 21L	1.5323454	1.5736672	1.491679	1.5595157	1.5051467	1.5467134	1.5180255
Indiana	Omicron 22A	2.583495	2.8022184	2.3922172	2.721407	2.4543135	2.6544163	2.5160928
Indiana	Omicron 22B	2.6855972	2.8406022	2.5363863	2.7882366	2.5849414	2.740307	2.6335268
Indiana	Omicron 22C	1.8857887	1.945963	1.8254364	1.9270672	1.847358	1.9079816	1.8658788
Indiana	other	0.89035225	0.9200597	0.86080873	0.9097719	0.8709432	0.9010045	0.8803729
Maryland	Delta	0.39292327	0.42380062	0.36479387	0.41288126	0.3751487	0.40362442	0.38331544
Maryland	Omicron 21L	1.4542058	1.4846798	1.424776	1.4733002	1.4355277	1.4642495	1.4442052
Maryland	Omicron 22A	2.2830071	2.394055	2.181306	2.3560822	2.2139635	2.3219662	2.2451587
Maryland	Omicron 22B	2.7642543	2.9103248	2.6238463	2.8576405	2.673475	2.81336	2.716945
Maryland	Omicron 22C	1.8023162	1.8465981	1.7579464	1.8306925	1.7740526	1.8167179	1.7869097
Maryland	other	1.1982086	1.2358328	1.1613789	1.2229371	1.1750102	1.2111256	1.1857035
Massachusetts	Delta	0.3908134	0.407602	0.37462783	0.40201813	0.38055018	0.39666194	0.38532346
Massachusetts	Omicron 21L	1.4235501	1.438246	1.4088849	1.4329282	1.4142576	1.4283715	1.4185078
Massachusetts	Omicron 22A	2.2983077	2.3820705	2.2193847	2.353774	2.245951	2.328433	2.2697868
Massachusetts	Omicron 22B	2.5663137	2.6565218	2.4767473	2.625097	2.508793	2.597578	2.5358481
Massachusetts	Omicron 22C	1.7610524	1.78635	1.7357637	1.7771151	1.7449567	1.769618	1.7523539
Massachusetts	other	1.2443316	1.2657841	1.2236867	1.2583274	1.2309844	1.2517697	1.2372004
Michigan	Delta	0.45934784	0.48416835	0.43492156	0.4751565	0.4435399	0.46763593	0.4508546
Michigan	Omicron 21L	1.4566602	1.478337	1.4348687	1.4712459	1.4423491	1.4644986	1.4488708
Michigan	Omicron 22A	2.1866093	2.3358877	2.0474944	2.281343	2.095325	2.2366636	2.1381145
Michigan	Omicron 22B	2.7619724	2.914287	2.6072896	2.8649247	2.656863	2.8137221	2.7058678
Michigan	Omicron 22C	1.7743508	1.8048241	1.7441804	1.7945309	1.754916	1.7852724	1.7642798
Michigan	other	1.0104939	1.032925	0.98828804	1.0248507	0.99570376	1.0183929	1.002804
Minnesota	Delta	0.46639347	0.4884042	0.44428474	0.4804285	0.4521005	0.47379747	0.45866883
Minnesota	Omicron 21L	1.4446137	1.4706953	1.4190888	1.4610949	1.4281268	1.4536328	1.4355855
Minnesota	Omicron 22A	2.1331606	2.2213883	2.054643	2.1898804	2.0791907	2.1616645	2.1056144
Minnesota	Omicron 22B	2.4263139	2.5331523	2.3246727	2.4973614	2.3594153	2.4641654	2.390264
Minnesota	Omicron 22C	1.7956592	1.8410623	1.7506623	1.8254074	1.7670966	1.8110657	1.7805192
Minnesota	other	1.1895311	1.2294539	1.1491629	1.2155958	1.1631334	1.2038262	1.1753597
Missouri	Delta	0.45401913	0.48864216	0.42237782	0.4765624	0.43392262	0.46542582	0.4430925
Missouri	Omicron 21L	1.4706869	1.521199	1.4227468	1.502278	1.4405649	1.4880695	1.4546415
Missouri	Omicron 22A	2.5376933	2.7593877	2.317923	2.6803837	2.39429	2.6108797	2.4665504
Missouri	Omicron 22B	2.519552	2.699369	2.3580787	2.6374228	2.411002	2.581038	2.4597116
Missouri	Omicron 22C	1.822484	1.9026542	1.7423844	1.875853	1.7703959	1.8503647	1.7936499
Missouri	other	0.3103612	0.33305728	0.2900208	0.32438758	0.29719904	0.31789023	0.30351186
Nevada	Delta	0.37327528	0.4131416	0.3375173	0.39945754	0.35043	0.38734987	0.3612222
Nevada	Omicron 21L	1.5363411	1.5909336	1.4827498	1.5719147	1.50239	1.5551023	1.5182738
Nevada	Omicron 22A	2.1860042	2.3357756	2.0495157	2.2844424	2.0939393	2.23764	2.1363764
Nevada	Omicron 22B	2.8539631	3.0539792	2.6603951	2.9803896	2.7285833	2.9214559	2.7884603
Nevada	Omicron 22C	1.8931582	1.9767532	1.8119485	1.9474138	1.8406757	1.9213829	1.8661524
Nevada	other	0.6334903	0.6758236	0.5946644	0.66144013	0.60830784	0.64797294	0.6197594
New Jersey	Delta	0.39139724	0.4173721	0.3673783	0.40817553	0.37615213	0.40042943	0.38338578
New Jersey	Omicron 21L	1.4359038	1.4567515	1.4157894	1.4492451	1.4232388	1.4426745	1.4289676
New Jersey	Omicron 22A	2.35255	2.4361863	2.2734861	2.4071686	2.2990632	2.3816073	2.323029
New Jersey	Omicron 22B	2.6530435	2.737707	2.5662463	2.7078133	2.597997	2.6814206	2.62402
New Jersey	Omicron 22C	1.7614596	1.7911767	1.7321358	1.7808775	1.7428179	1.7716768	1.7514365
New Jersey	other	1.359875	1.3906759	1.3295566	1.3800776	1.3405949	1.3705744	1.3496051
New Mexico	Delta	0.43683583	0.461664	0.41394868	0.45285383	0.42151254	0.4447486	0.4286553
New Mexico	Omicron 21L	1.4666963	1.5105833	1.4232192	1.4939456	1.439914	1.4812853	1.4528403
New Mexico	Omicron 22A	2.3414264	2.6302545	2.099161	2.5267403	2.181101	2.439289	2.2535965
New Mexico	Omicron 22B	2.8869994	3.1906853	2.5960119	3.081831	2.6943429	2.9874504	2.7854497
New Mexico	Omicron 22C	1.7975199	1.873669	1.7238209	1.8450977	1.7497609	1.8220215	1.7724524
New Mexico	other	0.4642936	0.47949106	0.44989	0.4742874	0.4551209	0.46950573	0.45946497
New York	Delta	0.46864253	0.49358234	0.44556585	0.48505944	0.4544746	0.47735947	0.46108803
New York	Omicron 21L	1.4620774	1.4851246	1.4394855	1.4769738	1.4476907	1.4695613	1.4541595
New York	Omicron 22A	2.337987	2.4275897	2.253593	2.3956687	2.2801576	2.368486	2.3064628
New York	Omicron 22B	2.6153064	2.7069	2.524967	2.6735275	2.5575945	2.646241	2.5847554
New York	Omicron 22C	1.6703439	1.6989086	1.6423827	1.6888812	1.652142	1.6800886	1.6608897
New York	other	1.1676977	1.1960597	1.139651	1.1864029	1.1498014	1.1775637	1.1581402
North Carolina	Delta	0.43553466	0.4568537	0.4153871	0.44915208	0.42264926	0.4424141	0.42849123
North Carolina	Omicron 21L	1.5248551	1.5482692	1.5025184	1.539743	1.5103049	1.5326228	1.5173554
North Carolina	Omicron 22A	2.4398108	2.5301137	2.357306	2.5003145	2.3850431	2.4717054	2.409775
North Carolina	Omicron 22B	2.4547343	2.5228975	2.3861794	2.49786	2.4101956	2.4783075	2.4317951
North Carolina	Omicron 22C	1.7771579	1.8086935	1.7453396	1.797674	1.7569445	1.7875499	1.7665582
North Carolina	other	1.5024767	1.5297908	1.4762301	1.520385	1.4856737	1.5119295	1.4933968
Ohio	Delta	0.47404802	0.50220156	0.4478295	0.49274018	0.4575182	0.48401585	0.46540275
Ohio	Omicron 21L	1.4911582	1.5260445	1.4576389	1.5131601	1.4691916	1.5027736	1.4795871
Ohio	Omicron 22A	2.218553	2.357764	2.0901465	2.309643	2.1322038	2.2666383	2.1719694
Ohio	Omicron 22B	2.5801725	2.719012	2.4445937	2.670217	2.492188	2.6284125	2.5335922
Ohio	Omicron 22C	1.7969084	1.8475181	1.7462597	1.8297422	1.7644517	1.8138794	1.7795293
Ohio	other	1.0453584	1.0771112	1.0149183	1.0665013	1.0257576	1.0561738	1.0347064
Oklahoma	Delta	0.51725835	0.55819166	0.4786518	0.5430858	0.49177924	0.53134143	0.5038448
Oklahoma	Omicron 21L	1.3627665	1.4073892	1.3188223	1.3916208	1.3341737	1.378197	1.3472815
Oklahoma	Omicron 22A	0.07217591	0.3106414	0.017514244	0.18878114	0.027658874	0.12268629	0.044462062
Oklahoma	Omicron 22B	1.8229953	1.9879087	1.6733782	1.9328631	1.7205617	1.8775736	1.7688909
Oklahoma	Omicron 22C	1.5499072	1.6121322	1.4867908	1.5910115	1.5105184	1.5707376	1.528612
Oklahoma	other	0.28966665	0.30335256	0.27629924	0.29828876	0.28090033	0.2943882	0.2850441
Oregon	Delta	0.4400414	0.47250092	0.40870687	0.4607161	0.4196039	0.45106298	0.4295057
Oregon	Omicron 21L	1.499558	1.5293806	1.4694179	1.5192623	1.4797897	1.5098629	1.4886744
Oregon	Omicron 22A	2.2082644	2.343897	2.0872965	2.2957616	2.1271877	2.253592	2.165838
Oregon	Omicron 22B	2.5597591	2.714221	2.4102852	2.6610744	2.4581645	2.611942	2.5054846
Oregon	Omicron 22C	1.8007002	1.8512884	1.7508317	1.8333398	1.7687935	1.8180988	1.783734
Oregon	other	0.2891491	0.2971819	0.28092968	0.29438528	0.28386295	0.29203343	0.2863424
Pennsylvania	Delta	0.41585365	0.43974513	0.39345154	0.43152136	0.40165862	0.42402452	0.40825275
Pennsylvania	Omicron 21L	1.4720356	1.4988438	1.4464711	1.4890265	1.4554467	1.4808635	1.4632833
Pennsylvania	Omicron 22A	2.2800174	2.3948207	2.1720757	2.3554125	2.206535	2.3196962	2.2405612
Pennsylvania	Omicron 22B	2.6966872	2.81564	2.5787978	2.773662	2.6195378	2.7367296	2.6566267
Pennsylvania	Omicron 22C	1.7839884	1.8210038	1.7476268	1.807783	1.7600881	1.7961807	1.7714131
Pennsylvania	other	1.1792177	1.2107105	1.148259	1.2000515	1.1595143	1.1902819	1.1687543
Rhode Island	Delta	0.42753285	0.46449718	0.39406773	0.45074126	0.40569663	0.43957752	0.41541642
Rhode Island	Omicron 21L	1.3350408	1.3640509	1.3048205	1.3540213	1.3156604	1.3448087	1.324887
Rhode Island	Omicron 22A	2.1917214	2.4009044	2.0131807	2.3250382	2.0680058	2.2621458	2.1236055
Rhode Island	Omicron 22B	2.5485	2.739616	2.358226	2.6766374	2.4257708	2.6163626	2.484268
Rhode Island	Omicron 22C	1.6341898	1.6867325	1.5844034	1.668615	1.6013798	1.6525818	1.6175239
Rhode Island	other	0.3372224	0.3493689	0.32577538	0.3450951	0.33008924	0.34139824	0.33336842
South Carolina	Delta	0.41419613	0.4443106	0.38587388	0.43388185	0.3958457	0.42425004	0.4041228
South Carolina	Omicron 21L	1.5500441	1.5853492	1.5151556	1.5729233	1.5278951	1.5623775	1.5380621
South Carolina	Omicron 22A	2.2727995	2.3975039	2.1616554	2.3539264	2.1983738	2.31668	2.2324023
South Carolina	Omicron 22B	2.791025	2.9697425	2.6203663	2.9050562	2.6790614	2.850727	2.7318528
South Carolina	Omicron 22C	1.8404393	1.8954769	1.7863815	1.8759892	1.8056114	1.8584682	1.8215324
South Carolina	other	0.4780764	0.49179444	0.4649209	0.4871736	0.4696981	0.48287147	0.47361535
Tennessee	Delta	0.4500556	0.4798496	0.42277217	0.46969765	0.43229878	0.46043867	0.44089833
Tennessee	Omicron 21L	1.5618395	1.6134452	1.5095726	1.5964016	1.5280722	1.5805374	1.5434078
Tennessee	Omicron 22A	2.549651	2.841746	2.2967174	2.7447436	2.3778656	2.6504745	2.4543104
Tennessee	Omicron 22B	2.383762	2.533764	2.2320623	2.4757197	2.2896914	2.4339285	2.3324196
Tennessee	Omicron 22C	1.9565625	2.0503192	1.8701254	2.0150385	1.8990601	1.9871873	1.9260383
Tennessee	other	0.53595763	0.5577374	0.51580244	0.55011404	0.52306664	0.5431998	0.5288792
Texas	Delta	0.41719052	0.44682294	0.39067015	0.43655494	0.40028435	0.42718798	0.40795028
Texas	Omicron 21L	1.5029874	1.5294784	1.4773302	1.5200344	1.4864143	1.5117412	1.494176
Texas	Omicron 22A	2.3654246	2.4520028	2.2845337	2.4234362	2.3112674	2.3961515	2.3362205
Texas	Omicron 22B	2.608172	2.6948168	2.516953	2.666126	2.5505567	2.6381793	2.5781085
Texas	Omicron 22C	1.9111211	1.9521142	1.8702635	1.9374884	1.8852451	1.9246829	1.8970356
Texas	other	1.2937273	1.3307962	1.257823	1.317785	1.2705392	1.306355	1.2812071
USA	Delta	0.6776342	0.7442171	0.6204838	0.7181076	0.6387581	0.697827	0.6565148
USA	Omicron 21L	1.209635	1.2678401	1.1551841	1.2480108	1.1728841	1.2301128	1.1900448
USA	Omicron 22A	1.4121623	1.5416392	1.3010069	1.4955031	1.3370359	1.4555459	1.3728696
USA	Omicron 22B	1.5599163	1.6953797	1.4343102	1.646313	1.4774832	1.603152	1.5167177
USA	Omicron 22C	1.1272521	1.5044311	0.83578146	1.3602163	0.92325884	1.2435005	1.0166379
USA	other	0.7186574	0.77112657	0.6693262	0.75410527	0.6849284	0.73714954	0.7011356
Vermont	Delta	0.4617555	0.49582568	0.4305429	0.4840435	0.44166127	0.47345033	0.45106053
Vermont	Omicron 21L	1.3700017	1.4015697	1.3389966	1.3897623	1.3500859	1.380535	1.3593624
Vermont	Omicron 22A	1.9025092	2.0630956	1.7585168	2.0089371	1.8065647	1.9588525	1.8492742
Vermont	Omicron 22B	2.3147745	2.5633333	2.0774832	2.476848	2.1619966	2.4010386	2.2344031
Vermont	Omicron 22C	1.6353209	1.6870952	1.5841231	1.6683005	1.6012847	1.6523263	1.6174209
Vermont	other	0.5934439	0.6198362	0.56793934	0.61103195	0.5771965	0.60259557	0.5846735
Virginia	Delta	0.47309837	0.4973247	0.4503464	0.4885769	0.45810744	0.48127878	0.46522945
Virginia	Omicron 21L	1.5344155	1.561142	1.5088165	1.5516013	1.517849	1.5435525	1.5257313
Virginia	Omicron 22A	2.382793	2.4753966	2.2966928	2.4442391	2.3252642	2.4154248	2.3515973
Virginia	Omicron 22B	2.950923	3.09543	2.8044066	3.0451367	2.8548648	3.0001655	2.9003305
Virginia	Omicron 22C	1.8771868	1.9175613	1.837255	1.9028896	1.851643	1.8903939	1.8636142
Virginia	other	0.46087575	0.47089356	0.45127177	0.4674982	0.45479673	0.4643797	0.45763344
Washington	Delta	0.37328342	0.3995767	0.34912357	0.39060083	0.35778865	0.38255572	0.36504972
Washington	Omicron 21L	1.4589709	1.4816211	1.4367676	1.4737374	1.4445379	1.4665253	1.4515808
Washington	Omicron 22A	2.2689254	2.3594413	2.181266	2.3303158	2.2100394	2.3010087	2.2375913
Washington	Omicron 22B	2.4917605	2.5735714	2.405826	2.5468304	2.4380653	2.520557	2.4634132
Washington	Omicron 22C	1.8523425	1.8887085	1.8162792	1.875836	1.8289568	1.864584	1.8398168
Washington	other	1.4690316	1.5098147	1.4288731	1.4957268	1.4432298	1.483088	1.4553938
West Virginia	Delta	0.44868606	0.47721526	0.42178574	0.46714085	0.43102574	0.45802096	0.43914342
West Virginia	Omicron 21L	1.5363969	1.5868421	1.4860502	1.5680546	1.5049168	1.5531297	1.5203396
West Virginia	Omicron 22A	2.1558444	2.3726327	1.9652604	2.300816	2.0290246	2.2330937	2.0879612
West Virginia	Omicron 22B	2.5091388	2.782274	2.252946	2.682947	2.3419464	2.6014707	2.4186985
West Virginia	Omicron 22C	1.8314676	1.9118845	1.7532156	1.8831662	1.7806548	1.8577572	1.8041494
West Virginia	other	0.31838763	0.32908788	0.30819273	0.32544377	0.3118278	0.32204032	0.314932
Wisconsin	Delta	0.39694726	0.42829558	0.36861092	0.41722885	0.37865475	0.4071395	0.38689768
Wisconsin	Omicron 21L	1.4452775	1.48198	1.4107273	1.4682738	1.4229014	1.4577383	1.433408
Wisconsin	Omicron 22A	2.0134244	2.1446946	1.893159	2.1005428	1.9334277	2.061293	1.9695405
Wisconsin	Omicron 22B	2.580726	2.7658849	2.3970795	2.701162	2.464274	2.6429343	2.518457
Wisconsin	Omicron 22C	1.7959607	1.8577423	1.7339306	1.8360077	1.7558801	1.8165228	1.7748227
Wisconsin	other	1.2082752	1.2499428	1.1684911	1.2361158	1.1826922	1.2226659	1.1944919
